sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodpag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.201 | Public IP: 42.107.136.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:24 IST Sun Jun 14 2020 | Duration: 2h:02m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 41679723 | Bytes Rx: 18987962 | IP Addr: 10.149.233.201 | Public IP: 42.107.136.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:24 IST Sun Jun 14 2020 | Duration: 2h:02m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 41679723 | Bytes Rx: 18987962 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151195 | Audit Session ID: 0a95072a24e9b0005ee5f5b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151195 | Audit Session ID: 0a95072a24e9b0005ee5f5b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangeetha.thiagaraja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 157.50.45.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:45 IST Sun Jun 14 2020 | Duration: 2h:02m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 72419754 | Bytes Rx: 16501535 | IP Addr: 10.149.233.202 | Public IP: 157.50.45.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:45 IST Sun Jun 14 2020 | Duration: 2h:02m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 72419754 | Bytes Rx: 16501535 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151196 | Audit Session ID: 0a95072a24e9c0005ee5f5c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151196 | Audit Session ID: 0a95072a24e9c0005ee5f5c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SanjGaik | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.203 | Public IP: 106.77.21.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:33:12 IST Sun Jun 14 2020 | Duration: 2h:01m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 81101625 | Bytes Rx: 37752574 | IP Addr: 10.149.233.203 | Public IP: 106.77.21.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:33:12 IST Sun Jun 14 2020 | Duration: 2h:01m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 81101625 | Bytes Rx: 37752574 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151197 | Audit Session ID: 0a95072a24e9d0005ee5f5e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151197 | Audit Session ID: 0a95072a24e9d0005ee5f5e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: KImmacul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.136 | Public IP: 106.208.25.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:44:42 IST Sun Jun 14 2020 | Duration: 1h:50m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 113369473 | Bytes Rx: 31118686 | IP Addr: 10.149.233.136 | Public IP: 106.208.25.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:44:42 IST Sun Jun 14 2020 | Duration: 1h:50m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 113369473 | Bytes Rx: 31118686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151205 | Audit Session ID: 0a95072a24ea50005ee5f892 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151205 | Audit Session ID: 0a95072a24ea50005ee5f892 | Security Group Tag: none | EasyVPN: 0 ||
Username: ugundumo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.143 | Public IP: 157.48.31.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:45:07 IST Sun Jun 14 2020 | Duration: 1h:49m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 84811379 | Bytes Rx: 68451594 | IP Addr: 10.149.233.143 | Public IP: 157.48.31.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:45:07 IST Sun Jun 14 2020 | Duration: 1h:49m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 84811379 | Bytes Rx: 68451594 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151206 | Audit Session ID: 0a95072a24ea60005ee5f8ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 151206 | Audit Session ID: 0a95072a24ea60005ee5f8ab | Security Group Tag: none | EasyVPN: 0 ||
Username: rosojwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.147 | Public IP: 157.50.105.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:02 IST Sun Jun 14 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 204772303 | Bytes Rx: 22657145 | IP Addr: 10.149.233.147 | Public IP: 157.50.105.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:02 IST Sun Jun 14 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 204772303 | Bytes Rx: 22657145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151208 | Audit Session ID: 0a95072a24ea80005ee5f8e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151208 | Audit Session ID: 0a95072a24ea80005ee5f8e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: manreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 157.48.40.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:51:10 IST Sun Jun 14 2020 | Duration: 1h:43m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 22356694 | Bytes Rx: 7758969 | IP Addr: 10.149.233.210 | Public IP: 157.48.40.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:51:10 IST Sun Jun 14 2020 | Duration: 1h:43m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 22356694 | Bytes Rx: 7758969 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151209 | Audit Session ID: 0a95072a24ea90005ee5fa16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151209 | Audit Session ID: 0a95072a24ea90005ee5fa16 | Security Group Tag: none | EasyVPN: 0 ||
Username: kdeevi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.225 | Public IP: 157.48.48.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:02:55 IST Sun Jun 14 2020 | Duration: 1h:31m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 749406442 | Bytes Rx: 49433410 | IP Addr: 10.149.233.225 | Public IP: 157.48.48.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:02:55 IST Sun Jun 14 2020 | Duration: 1h:31m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 749406442 | Bytes Rx: 49433410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151212 | Audit Session ID: 0a95072a24eac0005ee5fcd7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151212 | Audit Session ID: 0a95072a24eac0005ee5fcd7 | Security Group Tag: none | EasyVPN: 0 ||
Username: LAbraham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.217 | Public IP: 171.60.202.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:36 IST Sun Jun 14 2020 | Duration: 1h:18m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 74297835 | Bytes Rx: 6420955 | IP Addr: 10.149.233.217 | Public IP: 171.60.202.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:36 IST Sun Jun 14 2020 | Duration: 1h:18m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 74297835 | Bytes Rx: 6420955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151217 | Audit Session ID: 0a95072a24eb10005ee6000c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151217 | Audit Session ID: 0a95072a24eb10005ee6000c | Security Group Tag: none | EasyVPN: 0 ||
Username: VISHNUGA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.141 | Public IP: 106.77.44.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:52 IST Sun Jun 14 2020 | Duration: 1h:17m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 79269444 | Bytes Rx: 29999697 | IP Addr: 10.149.233.141 | Public IP: 106.77.44.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:52 IST Sun Jun 14 2020 | Duration: 1h:17m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 79269444 | Bytes Rx: 29999697 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151219 | Audit Session ID: 0a95072a24eb30005ee6001c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151219 | Audit Session ID: 0a95072a24eb30005ee6001c | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.174 | Public IP: 106.193.235.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:30 IST Sun Jun 14 2020 | Duration: 1h:14m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1073174284 | Bytes Rx: 74135374 | IP Addr: 10.149.233.174 | Public IP: 106.193.235.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:30 IST Sun Jun 14 2020 | Duration: 1h:14m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1073174284 | Bytes Rx: 74135374 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151222 | Audit Session ID: 0a95072a24eb60005ee600f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151222 | Audit Session ID: 0a95072a24eb60005ee600f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: kulbisht | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.204 | Public IP: 43.247.40.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:22:57 IST Sun Jun 14 2020 | Duration: 1h:11m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 26309676 | Bytes Rx: 2917163 | IP Addr: 10.149.233.204 | Public IP: 43.247.40.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:22:57 IST Sun Jun 14 2020 | Duration: 1h:11m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 26309676 | Bytes Rx: 2917163 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151224 | Audit Session ID: 0a95072a24eb80005ee60189 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151224 | Audit Session ID: 0a95072a24eb80005ee60189 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ayubsidd | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.145 | Public IP: 49.32.54.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:21 IST Sun Jun 14 2020 | Duration: 0h:58m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 385895303 | Bytes Rx: 26678675 | IP Addr: 10.149.233.145 | Public IP: 49.32.54.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:21 IST Sun Jun 14 2020 | Duration: 0h:58m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 385895303 | Bytes Rx: 26678675 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151229 | Audit Session ID: 0a95072a24ebd0005ee604ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 151229 | Audit Session ID: 0a95072a24ebd0005ee604ad | Security Group Tag: none | EasyVPN: 0 ||
Username: anupabra | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.159 | Public IP: 157.50.113.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:41 IST Sun Jun 14 2020 | Duration: 0h:58m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 14424987 | Bytes Rx: 16026565 | IP Addr: 10.149.233.159 | Public IP: 157.50.113.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:41 IST Sun Jun 14 2020 | Duration: 0h:58m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 14424987 | Bytes Rx: 16026565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151230 | Audit Session ID: 0a95072a24ebe0005ee604c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151230 | Audit Session ID: 0a95072a24ebe0005ee604c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Pshanmug | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.161 | Public IP: 157.50.201.26 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:37:18 IST Sun Jun 14 2020 | Duration: 0h:57m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 29666004 | Bytes Rx: 13197399 | IP Addr: 10.149.233.161 | Public IP: 157.50.201.26 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:37:18 IST Sun Jun 14 2020 | Duration: 0h:57m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 29666004 | Bytes Rx: 13197399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151231 | Audit Session ID: 0a95072a24ebf0005ee604e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151231 | Audit Session ID: 0a95072a24ebf0005ee604e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkanagas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.189 | Public IP: 157.50.212.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:17 IST Sun Jun 14 2020 | Duration: 0h:55m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 8345706 | Bytes Rx: 8097657 | IP Addr: 10.149.233.189 | Public IP: 157.50.212.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:17 IST Sun Jun 14 2020 | Duration: 0h:55m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 8345706 | Bytes Rx: 8097657 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151233 | Audit Session ID: 0a95072a24ec10005ee6055d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151233 | Audit Session ID: 0a95072a24ec10005ee6055d | Security Group Tag: none | EasyVPN: 0 ||
Username: sboddiku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.226 | Public IP: 106.197.231.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:54 IST Sun Jun 14 2020 | Duration: 0h:54m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 32203124 | Bytes Rx: 5931919 | IP Addr: 10.149.233.226 | Public IP: 106.197.231.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:54 IST Sun Jun 14 2020 | Duration: 0h:54m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 32203124 | Bytes Rx: 5931919 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151234 | Audit Session ID: 0a95072a24ec20005ee60582 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151234 | Audit Session ID: 0a95072a24ec20005ee60582 | Security Group Tag: none | EasyVPN: 0 ||
Username: SAndrew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:32 IST Sun Jun 14 2020 | Duration: 0h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 24288876 | Bytes Rx: 8097780 | IP Addr: 10.149.233.229 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:32 IST Sun Jun 14 2020 | Duration: 0h:52m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 24288876 | Bytes Rx: 8097780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151237 | Audit Session ID: 0a95072a24ec50005ee60620 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151237 | Audit Session ID: 0a95072a24ec50005ee60620 | Security Group Tag: none | EasyVPN: 0 ||
Username: RenGunas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.230 | Public IP: 157.50.49.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:49 IST Sun Jun 14 2020 | Duration: 0h:52m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 10780068 | Bytes Rx: 4070028 | IP Addr: 10.149.233.230 | Public IP: 157.50.49.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:49 IST Sun Jun 14 2020 | Duration: 0h:52m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 10780068 | Bytes Rx: 4070028 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151238 | Audit Session ID: 0a95072a24ec60005ee60631 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151238 | Audit Session ID: 0a95072a24ec60005ee60631 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsampath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 115.97.55.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:45:57 IST Sun Jun 14 2020 | Duration: 0h:48m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 16338877 | Bytes Rx: 16838094 | IP Addr: 10.149.233.232 | Public IP: 115.97.55.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:45:57 IST Sun Jun 14 2020 | Duration: 0h:48m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 16338877 | Bytes Rx: 16838094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151241 | Audit Session ID: 0a95072a24ec90005ee606ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 151241 | Audit Session ID: 0a95072a24ec90005ee606ed | Security Group Tag: none | EasyVPN: 0 ||
