sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: SanjGaik | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.242 | Public IP: 106.67.152.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:30 IST Sun Jun 7 2020 | Duration: 2h:17m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 48410621 | Bytes Rx: 29218154 | IP Addr: 10.149.233.242 | Public IP: 106.67.152.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:30 IST Sun Jun 7 2020 | Duration: 2h:17m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 48410621 | Bytes Rx: 29218154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138049 | Audit Session ID: 0a95072a21b410005edcb776 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138049 | Audit Session ID: 0a95072a21b410005edcb776 | Security Group Tag: none | EasyVPN: 0 ||
Username: manjubal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.66 | Public IP: 106.217.46.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:47 IST Sun Jun 7 2020 | Duration: 2h:17m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 17382667 | Bytes Rx: 12514324 | IP Addr: 10.149.232.66 | Public IP: 106.217.46.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:47 IST Sun Jun 7 2020 | Duration: 2h:17m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 17382667 | Bytes Rx: 12514324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138051 | Audit Session ID: 0a95072a21b430005edcb787 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138051 | Audit Session ID: 0a95072a21b430005edcb787 | Security Group Tag: none | EasyVPN: 0 ||
Username: SamJalig | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.33 | Public IP: 183.83.141.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:05:48 IST Sun Jun 7 2020 | Duration: 1h:27m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 120959121 | Bytes Rx: 44357724 | IP Addr: 10.149.232.33 | Public IP: 183.83.141.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:05:48 IST Sun Jun 7 2020 | Duration: 1h:27m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 120959121 | Bytes Rx: 44357724 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138064 | Audit Session ID: 0a95072a21b500005edcc304 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138064 | Audit Session ID: 0a95072a21b500005edcc304 | Security Group Tag: none | EasyVPN: 0 ||
Username: DVenkatr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 115.97.26.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:09:44 IST Sun Jun 7 2020 | Duration: 1h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 51118149 | Bytes Rx: 36843984 | IP Addr: 10.149.233.214 | Public IP: 115.97.26.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:09:44 IST Sun Jun 7 2020 | Duration: 1h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 51118149 | Bytes Rx: 36843984 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138067 | Audit Session ID: 0a95072a21b530005edcc3f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138067 | Audit Session ID: 0a95072a21b530005edcc3f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ritesha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.175 | Public IP: 157.47.48.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:11:20 IST Sun Jun 7 2020 | Duration: 1h:22m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 53843635 | Bytes Rx: 53865232 | IP Addr: 10.149.232.175 | Public IP: 157.47.48.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:11:20 IST Sun Jun 7 2020 | Duration: 1h:22m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 53843635 | Bytes Rx: 53865232 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138069 | Audit Session ID: 0a95072a21b550005edcc450 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138069 | Audit Session ID: 0a95072a21b550005edcc450 | Security Group Tag: none | EasyVPN: 0 ||
Username: sreeka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.74 | Public IP: 137.97.164.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:49 IST Sun Jun 7 2020 | Duration: 1h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 86605550 | Bytes Rx: 9036774 | IP Addr: 10.149.232.74 | Public IP: 137.97.164.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:49 IST Sun Jun 7 2020 | Duration: 1h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 86605550 | Bytes Rx: 9036774 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138076 | Audit Session ID: 0a95072a21b5c0005edcc689 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138076 | Audit Session ID: 0a95072a21b5c0005edcc689 | Security Group Tag: none | EasyVPN: 0 ||
Username: avnavale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.30 | Public IP: 1.23.238.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:21:50 IST Sun Jun 7 2020 | Duration: 1h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1049779823 | Bytes Rx: 44551445 | IP Addr: 10.149.232.30 | Public IP: 1.23.238.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:21:50 IST Sun Jun 7 2020 | Duration: 1h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1049779823 | Bytes Rx: 44551445 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138078 | Audit Session ID: 0a95072a21b5e0005edcc6c6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138078 | Audit Session ID: 0a95072a21b5e0005edcc6c6 | Security Group Tag: none | EasyVPN: 0 ||
Username: r.ravikumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.15 | Public IP: 106.193.80.131 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 16:25:10 IST Sun Jun 7 2020 | Duration: 1h:08m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 50095045 | Bytes Rx: 23077300 | IP Addr: 10.149.232.15 | Public IP: 106.193.80.131 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 16:25:10 IST Sun Jun 7 2020 | Duration: 1h:08m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 50095045 | Bytes Rx: 23077300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138079 | Audit Session ID: 0a95072a21b5f0005edcc78e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138079 | Audit Session ID: 0a95072a21b5f0005edcc78e | Security Group Tag: none | EasyVPN: 0 ||
Username: n.mani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 27.57.63.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:57 IST Sun Jun 7 2020 | Duration: 1h:06m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 42334300 | Bytes Rx: 16794878 | IP Addr: 10.149.233.221 | Public IP: 27.57.63.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:26:57 IST Sun Jun 7 2020 | Duration: 1h:06m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 42334300 | Bytes Rx: 16794878 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138081 | Audit Session ID: 0a95072a21b610005edcc7f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138081 | Audit Session ID: 0a95072a21b610005edcc7f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: psingh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.27 | Public IP: 42.110.138.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:28:24 IST Sun Jun 7 2020 | Duration: 1h:05m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 16564159 | Bytes Rx: 16132170 | IP Addr: 10.149.232.27 | Public IP: 42.110.138.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:28:24 IST Sun Jun 7 2020 | Duration: 1h:05m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 16564159 | Bytes Rx: 16132170 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138082 | Audit Session ID: 0a95072a21b620005edcc850 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138082 | Audit Session ID: 0a95072a21b620005edcc850 | Security Group Tag: none | EasyVPN: 0 ||
Username: msannasi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.21 | Public IP: 49.206.125.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:30:07 IST Sun Jun 7 2020 | Duration: 1h:03m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 57802507 | Bytes Rx: 9269547 | IP Addr: 10.149.232.21 | Public IP: 49.206.125.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:30:07 IST Sun Jun 7 2020 | Duration: 1h:03m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 57802507 | Bytes Rx: 9269547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138083 | Audit Session ID: 0a95072a21b630005edcc8b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138083 | Audit Session ID: 0a95072a21b630005edcc8b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Babuponn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.36 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:43:10 IST Sun Jun 7 2020 | Duration: 0h:50m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 45791186 | Bytes Rx: 14230718 | IP Addr: 10.149.232.36 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:43:10 IST Sun Jun 7 2020 | Duration: 0h:50m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 45791186 | Bytes Rx: 14230718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138088 | Audit Session ID: 0a95072a21b680005edccbc6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138088 | Audit Session ID: 0a95072a21b680005edccbc6 | Security Group Tag: none | EasyVPN: 0 ||
Username: SDhandap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.50 | Public IP: 106.208.120.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:44:38 IST Sun Jun 7 2020 | Duration: 0h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 8410977 | Bytes Rx: 2912740 | IP Addr: 10.149.232.50 | Public IP: 106.208.120.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:44:38 IST Sun Jun 7 2020 | Duration: 0h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 8410977 | Bytes Rx: 2912740 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138090 | Audit Session ID: 0a95072a21b6a0005edccc1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138090 | Audit Session ID: 0a95072a21b6a0005edccc1e | Security Group Tag: none | EasyVPN: 0 ||
Username: karamjit.rathee | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.23 | Public IP: 1.38.55.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:45:59 IST Sun Jun 7 2020 | Duration: 0h:47m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 18411784 | Bytes Rx: 12425434 | IP Addr: 10.149.232.23 | Public IP: 1.38.55.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:45:59 IST Sun Jun 7 2020 | Duration: 0h:47m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 18411784 | Bytes Rx: 12425434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138091 | Audit Session ID: 0a95072a21b6b0005edccc6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138091 | Audit Session ID: 0a95072a21b6b0005edccc6f | Security Group Tag: none | EasyVPN: 0 ||
Username: monicbha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.67 | Public IP: 122.172.42.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:47:12 IST Sun Jun 7 2020 | Duration: 0h:46m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 19166510 | Bytes Rx: 8754513 | IP Addr: 10.149.232.67 | Public IP: 122.172.42.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:47:12 IST Sun Jun 7 2020 | Duration: 0h:46m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 19166510 | Bytes Rx: 8754513 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138093 | Audit Session ID: 0a95072a21b6d0005edcccb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138093 | Audit Session ID: 0a95072a21b6d0005edcccb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: monagara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.40 | Public IP: 157.46.26.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:48:37 IST Sun Jun 7 2020 | Duration: 0h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 36608083 | Bytes Rx: 5792920 | IP Addr: 10.149.232.40 | Public IP: 157.46.26.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:48:37 IST Sun Jun 7 2020 | Duration: 0h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 36608083 | Bytes Rx: 5792920 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138096 | Audit Session ID: 0a95072a21b700005edccd0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 138096 | Audit Session ID: 0a95072a21b700005edccd0d | Security Group Tag: none | EasyVPN: 0 ||
Username: faizal.karim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.35 | Public IP: 106.223.7.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:48:40 IST Sun Jun 7 2020 | Duration: 0h:45m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 4578239 | Bytes Rx: 3570477 | IP Addr: 10.149.232.35 | Public IP: 106.223.7.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:48:40 IST Sun Jun 7 2020 | Duration: 0h:45m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 4578239 | Bytes Rx: 3570477 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138097 | Audit Session ID: 0a95072a21b710005edccd10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138097 | Audit Session ID: 0a95072a21b710005edccd10 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajarajeswari.vs | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.45 | Public IP: 106.203.36.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:49:18 IST Sun Jun 7 2020 | Duration: 0h:44m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 27704468 | Bytes Rx: 5934827 | IP Addr: 10.149.232.45 | Public IP: 106.203.36.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:49:18 IST Sun Jun 7 2020 | Duration: 0h:44m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 27704468 | Bytes Rx: 5934827 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138099 | Audit Session ID: 0a95072a21b730005edccd36 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138099 | Audit Session ID: 0a95072a21b730005edccd36 | Security Group Tag: none | EasyVPN: 0 ||
Username: NMohamed | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.246 | Public IP: 157.46.18.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:52:56 IST Sun Jun 7 2020 | Duration: 0h:40m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 38726909 | Bytes Rx: 15100393 | IP Addr: 10.149.233.246 | Public IP: 157.46.18.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:52:56 IST Sun Jun 7 2020 | Duration: 0h:40m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 38726909 | Bytes Rx: 15100393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138102 | Audit Session ID: 0a95072a21b760005edcce10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138102 | Audit Session ID: 0a95072a21b760005edcce10 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbaviska | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.247 | Public IP: 49.35.83.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:53:02 IST Sun Jun 7 2020 | Duration: 0h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 14217561 | Bytes Rx: 4354649 | IP Addr: 10.149.233.247 | Public IP: 49.35.83.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:53:02 IST Sun Jun 7 2020 | Duration: 0h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 14217561 | Bytes Rx: 4354649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138103 | Audit Session ID: 0a95072a21b770005edcce16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138103 | Audit Session ID: 0a95072a21b770005edcce16 | Security Group Tag: none | EasyVPN: 0 ||
