sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mcox | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 ||
Username: dmbua | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.126 | Public IP: 80.195.7.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:53 UTC Fri Jun 26 2020 | Duration: 0h:51m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 140618538 | Bytes Rx: 63525068 | IP Addr: 10.145.248.126 | Public IP: 80.195.7.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:53 UTC Fri Jun 26 2020 | Duration: 0h:51m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 140618538 | Bytes Rx: 63525068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 477 | Audit Session ID: 0a910728001dd0005ef59f7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 477 | Audit Session ID: 0a910728001dd0005ef59f7d | Security Group Tag: none | EasyVPN: 0 ||
Username: rkeluska | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.100 | Public IP: 42.108.245.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:18 UTC Fri Jun 26 2020 | Duration: 0h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 118213256 | Bytes Rx: 12953626 | IP Addr: 10.145.232.100 | Public IP: 42.108.245.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:18 UTC Fri Jun 26 2020 | Duration: 0h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 118213256 | Bytes Rx: 12953626 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 478 | Audit Session ID: 0a910728001de0005ef59f96 | Security Group Tag: none | EasyVPN: 0 |Session ID: 478 | Audit Session ID: 0a910728001de0005ef59f96 | Security Group Tag: none | EasyVPN: 0 ||
Username: abradley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.209 | Public IP: 86.164.94.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:43 UTC Fri Jun 26 2020 | Duration: 0h:49m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 62318445 | Bytes Rx: 29673407 | IP Addr: 10.145.232.209 | Public IP: 86.164.94.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:43 UTC Fri Jun 26 2020 | Duration: 0h:49m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 62318445 | Bytes Rx: 29673407 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 479 | Audit Session ID: 0a910728001df0005ef59feb | Security Group Tag: none | EasyVPN: 0 |Session ID: 479 | Audit Session ID: 0a910728001df0005ef59feb | Security Group Tag: none | EasyVPN: 0 ||
Username: esoremi | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.216 | Public IP: 86.9.13.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:32 UTC Fri Jun 26 2020 | Duration: 0h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 289488462 | Bytes Rx: 158028841 | IP Addr: 10.145.232.216 | Public IP: 86.9.13.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:32 UTC Fri Jun 26 2020 | Duration: 0h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 289488462 | Bytes Rx: 158028841 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 483 | Audit Session ID: 0a910728001e30005ef5a094 | Security Group Tag: none | EasyVPN: 0 |Session ID: 483 | Audit Session ID: 0a910728001e30005ef5a094 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rvaldes | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.217 | Public IP: 176.82.64.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:46 UTC Fri Jun 26 2020 | Duration: 0h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 111695509 | Bytes Rx: 12685806 | IP Addr: 10.145.232.217 | Public IP: 176.82.64.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:15:46 UTC Fri Jun 26 2020 | Duration: 0h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 111695509 | Bytes Rx: 12685806 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 484 | Audit Session ID: 0a910728001e40005ef5a0a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 484 | Audit Session ID: 0a910728001e40005ef5a0a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: adessair | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.218 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:03 UTC Fri Jun 26 2020 | Duration: 0h:44m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 213807215 | Bytes Rx: 35836470 | IP Addr: 10.145.232.218 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:03 UTC Fri Jun 26 2020 | Duration: 0h:44m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 213807215 | Bytes Rx: 35836470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 485 | Audit Session ID: 0a910728001e50005ef5a12b | Security Group Tag: none | EasyVPN: 0 |Session ID: 485 | Audit Session ID: 0a910728001e50005ef5a12b | Security Group Tag: none | EasyVPN: 0 ||
Username: bnandamu | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.191 | Public IP: 103.207.149.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:40 UTC Fri Jun 26 2020 | Duration: 0h:43m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 108932302 | Bytes Rx: 22390205 | IP Addr: 10.145.232.191 | Public IP: 103.207.149.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:40 UTC Fri Jun 26 2020 | Duration: 0h:43m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 108932302 | Bytes Rx: 22390205 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 486 | Audit Session ID: 0a910728001e60005ef5a150 | Security Group Tag: none | EasyVPN: 0 |Session ID: 486 | Audit Session ID: 0a910728001e60005ef5a150 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeepSwam | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.202 | Public IP: 42.111.131.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:53 UTC Fri Jun 26 2020 | Duration: 0h:42m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7684580 | Bytes Rx: 2153308 | IP Addr: 10.145.232.202 | Public IP: 42.111.131.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:53 UTC Fri Jun 26 2020 | Duration: 0h:42m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7684580 | Bytes Rx: 2153308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 488 | Audit Session ID: 0a910728001e80005ef5a199 | Security Group Tag: none | EasyVPN: 0 |Session ID: 488 | Audit Session ID: 0a910728001e80005ef5a199 | Security Group Tag: none | EasyVPN: 0 ||
Username: n.crane | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.203 | Public IP: 86.137.166.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:06 UTC Fri Jun 26 2020 | Duration: 0h:41m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 70886919 | Bytes Rx: 53222104 | IP Addr: 10.145.232.203 | Public IP: 86.137.166.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:06 UTC Fri Jun 26 2020 | Duration: 0h:41m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 70886919 | Bytes Rx: 53222104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 490 | Audit Session ID: 0a910728001ea0005ef5a1e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 490 | Audit Session ID: 0a910728001ea0005ef5a1e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: wsievert | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.204 | Public IP: 79.226.77.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:21 UTC Fri Jun 26 2020 | Duration: 0h:40m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 130235011 | Bytes Rx: 15410387 | IP Addr: 10.145.232.204 | Public IP: 79.226.77.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:21 UTC Fri Jun 26 2020 | Duration: 0h:40m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 130235011 | Bytes Rx: 15410387 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 491 | Audit Session ID: 0a910728001eb0005ef5a1f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 491 | Audit Session ID: 0a910728001eb0005ef5a1f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: dpattie | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.205 | Public IP: 80.7.90.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:34 UTC Fri Jun 26 2020 | Duration: 0h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 21270163 | Bytes Rx: 12987602 | IP Addr: 10.145.232.205 | Public IP: 80.7.90.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:34 UTC Fri Jun 26 2020 | Duration: 0h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 21270163 | Bytes Rx: 12987602 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 492 | Audit Session ID: 0a910728001ec0005ef5a1fe | Security Group Tag: none | EasyVPN: 0 |Session ID: 492 | Audit Session ID: 0a910728001ec0005ef5a1fe | Security Group Tag: none | EasyVPN: 0 ||
Username: anuno | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.206 | Public IP: 85.245.184.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:52 UTC Fri Jun 26 2020 | Duration: 0h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 38909929 | Bytes Rx: 6806744 | IP Addr: 10.145.232.206 | Public IP: 85.245.184.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:52 UTC Fri Jun 26 2020 | Duration: 0h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 38909929 | Bytes Rx: 6806744 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 493 | Audit Session ID: 0a910728001ed0005ef5a210 | Security Group Tag: none | EasyVPN: 0 |Session ID: 493 | Audit Session ID: 0a910728001ed0005ef5a210 | Security Group Tag: none | EasyVPN: 0 ||
Username: pgroen | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.207 | Public IP: 89.238.185.124 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:22:30 UTC Fri Jun 26 2020 | Duration: 0h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 102842193 | Bytes Rx: 22412438 | IP Addr: 10.145.232.207 | Public IP: 89.238.185.124 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:22:30 UTC Fri Jun 26 2020 | Duration: 0h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 102842193 | Bytes Rx: 22412438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 494 | Audit Session ID: 0a910728001ee0005ef5a236 | Security Group Tag: none | EasyVPN: 0 |Session ID: 494 | Audit Session ID: 0a910728001ee0005ef5a236 | Security Group Tag: none | EasyVPN: 0 ||
Username: pvalk | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.220 | Public IP: 95.96.253.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:00 UTC Fri Jun 26 2020 | Duration: 0h:38m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 31401245 | Bytes Rx: 17327725 | IP Addr: 10.145.232.220 | Public IP: 95.96.253.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:00 UTC Fri Jun 26 2020 | Duration: 0h:38m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 31401245 | Bytes Rx: 17327725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 496 | Audit Session ID: 0a910728001f00005ef5a290 | Security Group Tag: none | EasyVPN: 0 |Session ID: 496 | Audit Session ID: 0a910728001f00005ef5a290 | Security Group Tag: none | EasyVPN: 0 ||
Username: zihaile | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.212 | Public IP: 188.104.63.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:30 UTC Fri Jun 26 2020 | Duration: 0h:32m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 6672402 | Bytes Rx: 5785511 | IP Addr: 10.145.232.212 | Public IP: 188.104.63.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:30 UTC Fri Jun 26 2020 | Duration: 0h:32m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 6672402 | Bytes Rx: 5785511 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 498 | Audit Session ID: 0a910728001f20005ef5a3da | Security Group Tag: none | EasyVPN: 0 |Session ID: 498 | Audit Session ID: 0a910728001f20005ef5a3da | Security Group Tag: none | EasyVPN: 0 ||
Username: pranali.deshmukh1 | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.211 | Public IP: 103.97.104.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:27 UTC Fri Jun 26 2020 | Duration: 0h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 33288058 | Bytes Rx: 10590118 | IP Addr: 10.145.232.211 | Public IP: 103.97.104.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:27 UTC Fri Jun 26 2020 | Duration: 0h:31m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 33288058 | Bytes Rx: 10590118 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 499 | Audit Session ID: 0a910728001f30005ef5a413 | Security Group Tag: none | EasyVPN: 0 |Session ID: 499 | Audit Session ID: 0a910728001f30005ef5a413 | Security Group Tag: none | EasyVPN: 0 ||
Username: victort | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.182 | Public IP: 80.231.105.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:42 UTC Fri Jun 26 2020 | Duration: 0h:30m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 15083916 | Bytes Rx: 6778237 | IP Addr: 10.145.232.182 | Public IP: 80.231.105.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:42 UTC Fri Jun 26 2020 | Duration: 0h:30m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 15083916 | Bytes Rx: 6778237 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 500 | Audit Session ID: 0a910728001f40005ef5a45e | Security Group Tag: none | EasyVPN: 0 |Session ID: 500 | Audit Session ID: 0a910728001f40005ef5a45e | Security Group Tag: none | EasyVPN: 0 ||
Username: saket.kumar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.109 | Public IP: 42.111.5.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:26 UTC Fri Jun 26 2020 | Duration: 0h:29m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 15189734 | Bytes Rx: 2249644 | IP Addr: 10.145.232.109 | Public IP: 42.111.5.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:26 UTC Fri Jun 26 2020 | Duration: 0h:29m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 15189734 | Bytes Rx: 2249644 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 501 | Audit Session ID: 0a910728001f50005ef5a48a | Security Group Tag: none | EasyVPN: 0 |Session ID: 501 | Audit Session ID: 0a910728001f50005ef5a48a | Security Group Tag: none | EasyVPN: 0 ||
Username: jitesh.patil | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.110 | Public IP: 2.123.41.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:34 UTC Fri Jun 26 2020 | Duration: 0h:27m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 19296827 | Bytes Rx: 13000072 | IP Addr: 10.145.232.110 | Public IP: 2.123.41.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:34 UTC Fri Jun 26 2020 | Duration: 0h:27m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 19296827 | Bytes Rx: 13000072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 503 | Audit Session ID: 0a910728001f70005ef5a50a | Security Group Tag: none | EasyVPN: 0 |Session ID: 503 | Audit Session ID: 0a910728001f70005ef5a50a | Security Group Tag: none | EasyVPN: 0 ||
Username: MBVishe | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.208 | Public IP: 106.193.220.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:05 UTC Fri Jun 26 2020 | Duration: 0h:26m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3929045 | Bytes Rx: 3377716 | IP Addr: 10.145.232.208 | Public IP: 106.193.220.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:36:05 UTC Fri Jun 26 2020 | Duration: 0h:26m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 3929045 | Bytes Rx: 3377716 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 505 | Audit Session ID: 0a910728001f90005ef5a565 | Security Group Tag: none | EasyVPN: 0 |Session ID: 505 | Audit Session ID: 0a910728001f90005ef5a565 | Security Group Tag: none | EasyVPN: 0 ||
