sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: Pshanmug | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.161 | Public IP: 157.50.16.41 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:37:18 IST Sun Jun 14 2020 | Duration: 1h:27m:19s | Inactivity:  0h:19m:21s | Bytes Tx: 29736066 | Bytes Rx: 13211141 | IP Addr: 10.149.233.161 | Public IP: 157.50.16.41 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 16:37:18 IST Sun Jun 14 2020 | Duration: 1h:27m:19s | Inactivity:  0h:19m:21s | Bytes Tx: 29736066 | Bytes Rx: 13211141 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151231 | Audit Session ID: 0a95072a24ebf0005ee604e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151231 | Audit Session ID: 0a95072a24ebf0005ee604e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkanagas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.189 | Public IP: 157.50.212.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:17 IST Sun Jun 14 2020 | Duration: 1h:25m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 12782929 | Bytes Rx: 14698295 | IP Addr: 10.149.233.189 | Public IP: 157.50.212.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:17 IST Sun Jun 14 2020 | Duration: 1h:25m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 12782929 | Bytes Rx: 14698295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151233 | Audit Session ID: 0a95072a24ec10005ee6055d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151233 | Audit Session ID: 0a95072a24ec10005ee6055d | Security Group Tag: none | EasyVPN: 0 ||
Username: sboddiku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.226 | Public IP: 106.197.231.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:54 IST Sun Jun 14 2020 | Duration: 1h:24m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 34042374 | Bytes Rx: 6969900 | IP Addr: 10.149.233.226 | Public IP: 106.197.231.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:39:54 IST Sun Jun 14 2020 | Duration: 1h:24m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 34042374 | Bytes Rx: 6969900 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151234 | Audit Session ID: 0a95072a24ec20005ee60582 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151234 | Audit Session ID: 0a95072a24ec20005ee60582 | Security Group Tag: none | EasyVPN: 0 ||
Username: SAndrew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:32 IST Sun Jun 14 2020 | Duration: 1h:22m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 33375134 | Bytes Rx: 11447648 | IP Addr: 10.149.233.229 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:32 IST Sun Jun 14 2020 | Duration: 1h:22m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 33375134 | Bytes Rx: 11447648 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151237 | Audit Session ID: 0a95072a24ec50005ee60620 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151237 | Audit Session ID: 0a95072a24ec50005ee60620 | Security Group Tag: none | EasyVPN: 0 ||
Username: RenGunas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.230 | Public IP: 157.50.49.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:49 IST Sun Jun 14 2020 | Duration: 1h:21m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 11473173 | Bytes Rx: 4518131 | IP Addr: 10.149.233.230 | Public IP: 157.50.49.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:42:49 IST Sun Jun 14 2020 | Duration: 1h:21m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 11473173 | Bytes Rx: 4518131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151238 | Audit Session ID: 0a95072a24ec60005ee60631 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151238 | Audit Session ID: 0a95072a24ec60005ee60631 | Security Group Tag: none | EasyVPN: 0 ||
Username: yomagesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.132 | Public IP: 210.18.144.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:10 IST Sun Jun 14 2020 | Duration: 1h:10m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1117326598 | Bytes Rx: 37762858 | IP Addr: 10.149.233.132 | Public IP: 210.18.144.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:10 IST Sun Jun 14 2020 | Duration: 1h:10m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 1117326598 | Bytes Rx: 37762858 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151242 | Audit Session ID: 0a95072a24eca0005ee608da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151242 | Audit Session ID: 0a95072a24eca0005ee608da | Security Group Tag: none | EasyVPN: 0 ||
Username: srupammi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:58 IST Sun Jun 14 2020 | Duration: 1h:09m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 34896405 | Bytes Rx: 10219228 | IP Addr: 10.149.233.197 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:58 IST Sun Jun 14 2020 | Duration: 1h:09m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 34896405 | Bytes Rx: 10219228 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151243 | Audit Session ID: 0a95072a24ecb0005ee6090a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151243 | Audit Session ID: 0a95072a24ecb0005ee6090a | Security Group Tag: none | EasyVPN: 0 ||
Username: stalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 112.133.245.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:59 IST Sun Jun 14 2020 | Duration: 1h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 176865277 | Bytes Rx: 28409318 | IP Addr: 10.149.233.195 | Public IP: 112.133.245.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:59 IST Sun Jun 14 2020 | Duration: 1h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 176865277 | Bytes Rx: 28409318 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151244 | Audit Session ID: 0a95072a24ecc0005ee6090b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151244 | Audit Session ID: 0a95072a24ecc0005ee6090b | Security Group Tag: none | EasyVPN: 0 ||
Username: vtatikon | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.190 | Public IP: 171.76.96.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:08:15 IST Sun Jun 14 2020 | Duration: 0h:56m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 17421313 | Bytes Rx: 8491271 | IP Addr: 10.149.233.190 | Public IP: 171.76.96.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:08:15 IST Sun Jun 14 2020 | Duration: 0h:56m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 17421313 | Bytes Rx: 8491271 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151251 | Audit Session ID: 0a95072a24ed30005ee60c27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151251 | Audit Session ID: 0a95072a24ed30005ee60c27 | Security Group Tag: none | EasyVPN: 0 ||
Username: ravishan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 183.83.86.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:26 IST Sun Jun 14 2020 | Duration: 0h:46m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 33071956 | Bytes Rx: 10922582 | IP Addr: 10.149.233.218 | Public IP: 183.83.86.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:26 IST Sun Jun 14 2020 | Duration: 0h:46m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 33071956 | Bytes Rx: 10922582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151253 | Audit Session ID: 0a95072a24ed50005ee60e8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151253 | Audit Session ID: 0a95072a24ed50005ee60e8a | Security Group Tag: none | EasyVPN: 0 ||
Username: mani.vadivelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.171 | Public IP: 223.238.89.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:04 IST Sun Jun 14 2020 | Duration: 0h:43m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 307913090 | Bytes Rx: 26802146 | IP Addr: 10.149.233.171 | Public IP: 223.238.89.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:04 IST Sun Jun 14 2020 | Duration: 0h:43m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 307913090 | Bytes Rx: 26802146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151255 | Audit Session ID: 0a95072a24ed70005ee60f28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151255 | Audit Session ID: 0a95072a24ed70005ee60f28 | Security Group Tag: none | EasyVPN: 0 ||
Username: gitjadha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.75 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:36 IST Sun Jun 14 2020 | Duration: 0h:43m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 166487685 | Bytes Rx: 13932131 | IP Addr: 10.149.233.75 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:36 IST Sun Jun 14 2020 | Duration: 0h:43m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 166487685 | Bytes Rx: 13932131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151256 | Audit Session ID: 0a95072a24ed80005ee60f48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151256 | Audit Session ID: 0a95072a24ed80005ee60f48 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvardhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.228 | Public IP: 106.208.86.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:23 IST Sun Jun 14 2020 | Duration: 0h:41m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 99515118 | Bytes Rx: 16894838 | IP Addr: 10.149.233.228 | Public IP: 106.208.86.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:23 IST Sun Jun 14 2020 | Duration: 0h:41m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 99515118 | Bytes Rx: 16894838 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151257 | Audit Session ID: 0a95072a24ed90005ee60fb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151257 | Audit Session ID: 0a95072a24ed90005ee60fb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ajchand | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.207 | Public IP: 171.60.233.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:30 IST Sun Jun 14 2020 | Duration: 0h:41m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 25083598 | Bytes Rx: 4673267 | IP Addr: 10.149.233.207 | Public IP: 171.60.233.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:30 IST Sun Jun 14 2020 | Duration: 0h:41m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 25083598 | Bytes Rx: 4673267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151258 | Audit Session ID: 0a95072a24eda0005ee60fba | Security Group Tag: none | EasyVPN: 0 |Session ID: 151258 | Audit Session ID: 0a95072a24eda0005ee60fba | Security Group Tag: none | EasyVPN: 0 ||
Username: mpandura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 106.198.26.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:41 IST Sun Jun 14 2020 | Duration: 0h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 10718322 | Bytes Rx: 3075948 | IP Addr: 10.149.233.231 | Public IP: 106.198.26.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:41 IST Sun Jun 14 2020 | Duration: 0h:39m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 10718322 | Bytes Rx: 3075948 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151259 | Audit Session ID: 0a95072a24edb0005ee61001 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151259 | Audit Session ID: 0a95072a24edb0005ee61001 | Security Group Tag: none | EasyVPN: 0 ||
Username: akanragh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.168 | Public IP: 157.33.177.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:15 IST Sun Jun 14 2020 | Duration: 0h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 178029986 | Bytes Rx: 23726472 | IP Addr: 10.149.233.168 | Public IP: 157.33.177.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:15 IST Sun Jun 14 2020 | Duration: 0h:36m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 178029986 | Bytes Rx: 23726472 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151260 | Audit Session ID: 0a95072a24edc0005ee610d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151260 | Audit Session ID: 0a95072a24edc0005ee610d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.177 | Public IP: 122.163.157.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:50 IST Sun Jun 14 2020 | Duration: 0h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 13416968 | Bytes Rx: 5174081 | IP Addr: 10.149.233.177 | Public IP: 122.163.157.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:50 IST Sun Jun 14 2020 | Duration: 0h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 13416968 | Bytes Rx: 5174081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151262 | Audit Session ID: 0a95072a24ede0005ee610fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 151262 | Audit Session ID: 0a95072a24ede0005ee610fa | Security Group Tag: none | EasyVPN: 0 ||
Username: rokokate | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.206 | Public IP: 59.95.37.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:59 IST Sun Jun 14 2020 | Duration: 0h:34m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 16738505 | Bytes Rx: 4660029 | IP Addr: 10.149.233.206 | Public IP: 59.95.37.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:59 IST Sun Jun 14 2020 | Duration: 0h:34m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 16738505 | Bytes Rx: 4660029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151263 | Audit Session ID: 0a95072a24edf0005ee6113f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151263 | Audit Session ID: 0a95072a24edf0005ee6113f | Security Group Tag: none | EasyVPN: 0 ||
Username: kmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.164 | Public IP: 223.182.215.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:29 IST Sun Jun 14 2020 | Duration: 0h:33m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 142897003 | Bytes Rx: 37976111 | IP Addr: 10.149.233.164 | Public IP: 223.182.215.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:29 IST Sun Jun 14 2020 | Duration: 0h:33m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 142897003 | Bytes Rx: 37976111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151264 | Audit Session ID: 0a95072a24ee00005ee61199 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151264 | Audit Session ID: 0a95072a24ee00005ee61199 | Security Group Tag: none | EasyVPN: 0 ||
Username: ETverdov | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.166 | Public IP: 62.0.102.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:33 IST Sun Jun 14 2020 | Duration: 0h:33m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 26844551 | Bytes Rx: 3011051 | IP Addr: 10.149.233.166 | Public IP: 62.0.102.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:33 IST Sun Jun 14 2020 | Duration: 0h:33m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 26844551 | Bytes Rx: 3011051 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151265 | Audit Session ID: 0a95072a24ee10005ee6119d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151265 | Audit Session ID: 0a95072a24ee10005ee6119d | Security Group Tag: none | EasyVPN: 0 ||
