sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: divykaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 |Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 ||
Username: sussheka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.116 | Public IP: 157.45.235.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:42:26 IST Tue Jun 9 2020 | Duration: 0h:47m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16710588 | Bytes Rx: 9364973 | IP Addr: 10.149.232.116 | Public IP: 157.45.235.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:42:26 IST Tue Jun 9 2020 | Duration: 0h:47m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16710588 | Bytes Rx: 9364973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141841 | Audit Session ID: 0a95072a22a110005edf284a | Security Group Tag: none | EasyVPN: 0 |Session ID: 141841 | Audit Session ID: 0a95072a22a110005edf284a | Security Group Tag: none | EasyVPN: 0 ||
Username: DKMani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 157.51.113.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:42:30 IST Tue Jun 9 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 12325213 | Bytes Rx: 7231071 | IP Addr: 10.149.232.168 | Public IP: 157.51.113.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:42:30 IST Tue Jun 9 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 12325213 | Bytes Rx: 7231071 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141842 | Audit Session ID: 0a95072a22a120005edf284e | Security Group Tag: none | EasyVPN: 0 |Session ID: 141842 | Audit Session ID: 0a95072a22a120005edf284e | Security Group Tag: none | EasyVPN: 0 ||
Username: abhilasp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.229 | Public IP: 106.208.119.246 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:43:05 IST Tue Jun 9 2020 | Duration: 0h:47m:20s | Inactivity:  0h:08m:47s | Bytes Tx: 88818649 | Bytes Rx: 27047464 | IP Addr: 10.149.232.229 | Public IP: 106.208.119.246 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:43:05 IST Tue Jun 9 2020 | Duration: 0h:47m:20s | Inactivity:  0h:08m:47s | Bytes Tx: 88818649 | Bytes Rx: 27047464 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141846 | Audit Session ID: 0a95072a22a160005edf2871 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141846 | Audit Session ID: 0a95072a22a160005edf2871 | Security Group Tag: none | EasyVPN: 0 ||
Username: pratikc.ghagare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.230 | Public IP: 60.254.11.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:20 IST Tue Jun 9 2020 | Duration: 0h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 103615803 | Bytes Rx: 19748375 | IP Addr: 10.149.232.230 | Public IP: 60.254.11.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:20 IST Tue Jun 9 2020 | Duration: 0h:47m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 103615803 | Bytes Rx: 19748375 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141847 | Audit Session ID: 0a95072a22a170005edf2880 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141847 | Audit Session ID: 0a95072a22a170005edf2880 | Security Group Tag: none | EasyVPN: 0 ||
Username: opalai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.232 | Public IP: 47.15.140.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:56 IST Tue Jun 9 2020 | Duration: 0h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 24094549 | Bytes Rx: 12828761 | IP Addr: 10.149.232.232 | Public IP: 47.15.140.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:56 IST Tue Jun 9 2020 | Duration: 0h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 24094549 | Bytes Rx: 12828761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141852 | Audit Session ID: 0a95072a22a1c0005edf28a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141852 | Audit Session ID: 0a95072a22a1c0005edf28a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vigsubra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 103.122.14.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:09 IST Tue Jun 9 2020 | Duration: 0h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 36794652 | Bytes Rx: 42261881 | IP Addr: 10.149.232.233 | Public IP: 103.122.14.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:09 IST Tue Jun 9 2020 | Duration: 0h:46m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 36794652 | Bytes Rx: 42261881 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141853 | Audit Session ID: 0a95072a22a1d0005edf28b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141853 | Audit Session ID: 0a95072a22a1d0005edf28b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: lsevverl | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.234 | Public IP: 49.206.127.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:13 IST Tue Jun 9 2020 | Duration: 0h:46m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 231621706 | Bytes Rx: 17209395 | IP Addr: 10.149.232.234 | Public IP: 49.206.127.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:13 IST Tue Jun 9 2020 | Duration: 0h:46m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 231621706 | Bytes Rx: 17209395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141854 | Audit Session ID: 0a95072a22a1e0005edf28b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141854 | Audit Session ID: 0a95072a22a1e0005edf28b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.235 | Public IP: 106.197.170.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:27 IST Tue Jun 9 2020 | Duration: 0h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 15865577 | Bytes Rx: 12422666 | IP Addr: 10.149.232.235 | Public IP: 106.197.170.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:27 IST Tue Jun 9 2020 | Duration: 0h:45m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 15865577 | Bytes Rx: 12422666 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141855 | Audit Session ID: 0a95072a22a1f0005edf28c3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141855 | Audit Session ID: 0a95072a22a1f0005edf28c3 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkumares | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.237 | Public IP: 157.46.1.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:28 IST Tue Jun 9 2020 | Duration: 0h:45m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12658431 | Bytes Rx: 8051996 | IP Addr: 10.149.232.237 | Public IP: 157.46.1.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:28 IST Tue Jun 9 2020 | Duration: 0h:45m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12658431 | Bytes Rx: 8051996 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141856 | Audit Session ID: 0a95072a22a200005edf28c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141856 | Audit Session ID: 0a95072a22a200005edf28c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ABonthal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.240 | Public IP: 49.206.126.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:31 IST Tue Jun 9 2020 | Duration: 0h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 37231435 | Bytes Rx: 11144019 | IP Addr: 10.149.232.240 | Public IP: 49.206.126.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:31 IST Tue Jun 9 2020 | Duration: 0h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 37231435 | Bytes Rx: 11144019 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141858 | Audit Session ID: 0a95072a22a220005edf28c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141858 | Audit Session ID: 0a95072a22a220005edf28c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: NThaware | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.238 | Public IP: 112.133.251.99 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:44:31 IST Tue Jun 9 2020 | Duration: 0h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 41760743 | Bytes Rx: 33456619 | IP Addr: 10.149.232.238 | Public IP: 112.133.251.99 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:44:31 IST Tue Jun 9 2020 | Duration: 0h:45m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 41760743 | Bytes Rx: 33456619 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141859 | Audit Session ID: 0a95072a22a230005edf28c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141859 | Audit Session ID: 0a95072a22a230005edf28c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: DSIVALIN | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 157.46.63.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:51 IST Tue Jun 9 2020 | Duration: 0h:45m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 42419004 | Bytes Rx: 26413204 | IP Addr: 10.149.233.54 | Public IP: 157.46.63.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:51 IST Tue Jun 9 2020 | Duration: 0h:45m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 42419004 | Bytes Rx: 26413204 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141861 | Audit Session ID: 0a95072a22a250005edf28db | Security Group Tag: none | EasyVPN: 0 |Session ID: 141861 | Audit Session ID: 0a95072a22a250005edf28db | Security Group Tag: none | EasyVPN: 0 ||
Username: BHaribab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 106.208.33.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:43 IST Tue Jun 9 2020 | Duration: 0h:43m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23979282 | Bytes Rx: 6737508 | IP Addr: 10.149.232.126 | Public IP: 106.208.33.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:43 IST Tue Jun 9 2020 | Duration: 0h:43m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23979282 | Bytes Rx: 6737508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141862 | Audit Session ID: 0a95072a22a260005edf294b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141862 | Audit Session ID: 0a95072a22a260005edf294b | Security Group Tag: none | EasyVPN: 0 ||
Username: AnithaE | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.189 | Public IP: 49.37.206.251 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:46:44 IST Tue Jun 9 2020 | Duration: 0h:43m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 12213962 | Bytes Rx: 2377089 | IP Addr: 10.149.233.189 | Public IP: 49.37.206.251 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:46:44 IST Tue Jun 9 2020 | Duration: 0h:43m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 12213962 | Bytes Rx: 2377089 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141863 | Audit Session ID: 0a95072a22a270005edf294c | Security Group Tag: none | EasyVPN: 0 |Session ID: 141863 | Audit Session ID: 0a95072a22a270005edf294c | Security Group Tag: none | EasyVPN: 0 ||
Username: nitiraj.vedpathak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.228 | Public IP: 115.96.161.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:54 IST Tue Jun 9 2020 | Duration: 0h:43m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 24774138 | Bytes Rx: 15738583 | IP Addr: 10.149.233.228 | Public IP: 115.96.161.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:54 IST Tue Jun 9 2020 | Duration: 0h:43m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 24774138 | Bytes Rx: 15738583 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141864 | Audit Session ID: 0a95072a22a280005edf2956 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141864 | Audit Session ID: 0a95072a22a280005edf2956 | Security Group Tag: none | EasyVPN: 0 ||
Username: karavi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.228 | Public IP: 157.46.48.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:03 IST Tue Jun 9 2020 | Duration: 0h:42m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 8138075 | Bytes Rx: 4679678 | IP Addr: 10.149.232.228 | Public IP: 157.46.48.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:03 IST Tue Jun 9 2020 | Duration: 0h:42m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 8138075 | Bytes Rx: 4679678 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141866 | Audit Session ID: 0a95072a22a2a0005edf299b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141866 | Audit Session ID: 0a95072a22a2a0005edf299b | Security Group Tag: none | EasyVPN: 0 ||
Username: ThiruMGS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.239 | Public IP: 157.51.235.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:16 IST Tue Jun 9 2020 | Duration: 0h:42m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 61493202 | Bytes Rx: 14899576 | IP Addr: 10.149.232.239 | Public IP: 157.51.235.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:16 IST Tue Jun 9 2020 | Duration: 0h:42m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 61493202 | Bytes Rx: 14899576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141869 | Audit Session ID: 0a95072a22a2d0005edf29a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141869 | Audit Session ID: 0a95072a22a2d0005edf29a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: vramakri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 157.50.119.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:24 IST Tue Jun 9 2020 | Duration: 0h:42m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 55972052 | Bytes Rx: 21691024 | IP Addr: 10.149.232.241 | Public IP: 157.50.119.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:24 IST Tue Jun 9 2020 | Duration: 0h:42m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 55972052 | Bytes Rx: 21691024 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141870 | Audit Session ID: 0a95072a22a2e0005edf29b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141870 | Audit Session ID: 0a95072a22a2e0005edf29b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: salagesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.49 | Public IP: 157.51.116.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:38 IST Tue Jun 9 2020 | Duration: 0h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 47337276 | Bytes Rx: 6147249 | IP Addr: 10.149.232.49 | Public IP: 157.51.116.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:38 IST Tue Jun 9 2020 | Duration: 0h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 47337276 | Bytes Rx: 6147249 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141873 | Audit Session ID: 0a95072a22a310005edf2a72 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141873 | Audit Session ID: 0a95072a22a310005edf2a72 | Security Group Tag: none | EasyVPN: 0 ||
Username: asajeeva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.120 | Public IP: 27.62.133.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:07 IST Tue Jun 9 2020 | Duration: 0h:38m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 10449212 | Bytes Rx: 17241227 | IP Addr: 10.149.232.120 | Public IP: 27.62.133.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:07 IST Tue Jun 9 2020 | Duration: 0h:38m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 10449212 | Bytes Rx: 17241227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141874 | Audit Session ID: 0a95072a22a320005edf2a8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141874 | Audit Session ID: 0a95072a22a320005edf2a8f | Security Group Tag: none | EasyVPN: 0 ||
