sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: pawarast | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: luessuma | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.177 | Public IP: 90.240.20.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:26 UTC Thu Jun 25 2020 | Duration: 2h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 304094701 | Bytes Rx: 37321528 | IP Addr: 10.145.232.177 | Public IP: 90.240.20.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:26 UTC Thu Jun 25 2020 | Duration: 2h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 304094701 | Bytes Rx: 37321528 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 132 | Audit Session ID: 0a910728000840005ef4595e | Security Group Tag: none | EasyVPN: 0 |Session ID: 132 | Audit Session ID: 0a910728000840005ef4595e | Security Group Tag: none | EasyVPN: 0 ||
Username: robwhite | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.178 | Public IP: 146.90.126.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:45 UTC Thu Jun 25 2020 | Duration: 2h:30m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 918498834 | Bytes Rx: 176876793 | IP Addr: 10.145.232.178 | Public IP: 146.90.126.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:45 UTC Thu Jun 25 2020 | Duration: 2h:30m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 918498834 | Bytes Rx: 176876793 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 133 | Audit Session ID: 0a910728000850005ef45971 | Security Group Tag: none | EasyVPN: 0 |Session ID: 133 | Audit Session ID: 0a910728000850005ef45971 | Security Group Tag: none | EasyVPN: 0 ||
Username: mwest | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.170 | Public IP: 109.158.111.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:58 UTC Thu Jun 25 2020 | Duration: 2h:28m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 224597216 | Bytes Rx: 35309842 | IP Addr: 10.145.232.170 | Public IP: 109.158.111.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:58 UTC Thu Jun 25 2020 | Duration: 2h:28m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 224597216 | Bytes Rx: 35309842 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 136 | Audit Session ID: 0a910728000880005ef459f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 136 | Audit Session ID: 0a910728000880005ef459f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: lkelly | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.181 | Public IP: 90.200.191.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:30 UTC Thu Jun 25 2020 | Duration: 2h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 549126490 | Bytes Rx: 83508478 | IP Addr: 10.145.232.181 | Public IP: 90.200.191.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:30 UTC Thu Jun 25 2020 | Duration: 2h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 549126490 | Bytes Rx: 83508478 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138 | Audit Session ID: 0a9107280008a0005ef45a52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138 | Audit Session ID: 0a9107280008a0005ef45a52 | Security Group Tag: none | EasyVPN: 0 ||
Username: atnani | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.182 | Public IP: 86.195.118.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:51 UTC Thu Jun 25 2020 | Duration: 2h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 232920346 | Bytes Rx: 37410782 | IP Addr: 10.145.232.182 | Public IP: 86.195.118.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:51 UTC Thu Jun 25 2020 | Duration: 2h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 232920346 | Bytes Rx: 37410782 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139 | Audit Session ID: 0a9107280008b0005ef45a67 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139 | Audit Session ID: 0a9107280008b0005ef45a67 | Security Group Tag: none | EasyVPN: 0 ||
Username: tzbarsky | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.125 | Public IP: 84.67.126.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:11 UTC Thu Jun 25 2020 | Duration: 2h:24m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 98317679 | Bytes Rx: 75538519 | IP Addr: 10.145.232.125 | Public IP: 84.67.126.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:11 UTC Thu Jun 25 2020 | Duration: 2h:24m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 98317679 | Bytes Rx: 75538519 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141 | Audit Session ID: 0a9107280008d0005ef45af3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141 | Audit Session ID: 0a9107280008d0005ef45af3 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohbouab | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.119 | Public IP: 92.0.83.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:34 UTC Thu Jun 25 2020 | Duration: 2h:23m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 194094304 | Bytes Rx: 76926476 | IP Addr: 10.145.248.119 | Public IP: 92.0.83.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:34 UTC Thu Jun 25 2020 | Duration: 2h:23m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 194094304 | Bytes Rx: 76926476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142 | Audit Session ID: 0a9107280008e0005ef45b0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 142 | Audit Session ID: 0a9107280008e0005ef45b0a | Security Group Tag: none | EasyVPN: 0 ||
Username: aritaban | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.91 | Public IP: 1.38.237.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:34 UTC Thu Jun 25 2020 | Duration: 2h:20m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 337481607 | Bytes Rx: 123255153 | IP Addr: 10.145.232.91 | Public IP: 1.38.237.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:34 UTC Thu Jun 25 2020 | Duration: 2h:20m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 337481607 | Bytes Rx: 123255153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 143 | Audit Session ID: 0a9107280008f0005ef45bbe | Security Group Tag: none | EasyVPN: 0 |Session ID: 143 | Audit Session ID: 0a9107280008f0005ef45bbe | Security Group Tag: none | EasyVPN: 0 ||
Username: BBannist | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.94 | Public IP: 85.211.101.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:23 UTC Thu Jun 25 2020 | Duration: 2h:20m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 236016582 | Bytes Rx: 52824368 | IP Addr: 10.145.232.94 | Public IP: 85.211.101.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:23 UTC Thu Jun 25 2020 | Duration: 2h:20m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 236016582 | Bytes Rx: 52824368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 144 | Audit Session ID: 0a910728000900005ef45bef | Security Group Tag: none | EasyVPN: 0 |Session ID: 144 | Audit Session ID: 0a910728000900005ef45bef | Security Group Tag: none | EasyVPN: 0 ||
Username: hshah | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.83 | Public IP: 90.218.110.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:23 UTC Thu Jun 25 2020 | Duration: 2h:20m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 103666914 | Bytes Rx: 277572912 | IP Addr: 10.145.232.83 | Public IP: 90.218.110.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:23 UTC Thu Jun 25 2020 | Duration: 2h:20m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 103666914 | Bytes Rx: 277572912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145 | Audit Session ID: 0a910728000910005ef45bef | Security Group Tag: none | EasyVPN: 0 |Session ID: 145 | Audit Session ID: 0a910728000910005ef45bef | Security Group Tag: none | EasyVPN: 0 ||
Username: vidyarb | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.99 | Public IP: 94.5.31.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:29 UTC Thu Jun 25 2020 | Duration: 2h:19m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 148271260 | Bytes Rx: 156305539 | IP Addr: 10.145.232.99 | Public IP: 94.5.31.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:29 UTC Thu Jun 25 2020 | Duration: 2h:19m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 148271260 | Bytes Rx: 156305539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146 | Audit Session ID: 0a910728000920005ef45bf5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 146 | Audit Session ID: 0a910728000920005ef45bf5 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShSawant | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.107 | Public IP: 106.220.185.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:41 UTC Thu Jun 25 2020 | Duration: 2h:19m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 57948880 | Bytes Rx: 40842285 | IP Addr: 10.145.232.107 | Public IP: 106.220.185.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:10:41 UTC Thu Jun 25 2020 | Duration: 2h:19m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 57948880 | Bytes Rx: 40842285 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147 | Audit Session ID: 0a910728000930005ef45c01 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147 | Audit Session ID: 0a910728000930005ef45c01 | Security Group Tag: none | EasyVPN: 0 ||
Username: pramodku | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.118 | Public IP: 42.111.25.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:13 UTC Thu Jun 25 2020 | Duration: 2h:19m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 219229309 | Bytes Rx: 88071510 | IP Addr: 10.145.232.118 | Public IP: 42.111.25.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:13 UTC Thu Jun 25 2020 | Duration: 2h:19m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 219229309 | Bytes Rx: 88071510 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148 | Audit Session ID: 0a910728000940005ef45c21 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148 | Audit Session ID: 0a910728000940005ef45c21 | Security Group Tag: none | EasyVPN: 0 ||
Username: mukhudda | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.183 | Public IP: 86.29.131.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:52 UTC Thu Jun 25 2020 | Duration: 2h:16m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1061984061 | Bytes Rx: 43157084 | IP Addr: 10.145.232.183 | Public IP: 86.29.131.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:52 UTC Thu Jun 25 2020 | Duration: 2h:16m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1061984061 | Bytes Rx: 43157084 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 149 | Audit Session ID: 0a910728000950005ef45cc0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 149 | Audit Session ID: 0a910728000950005ef45cc0 | Security Group Tag: none | EasyVPN: 0 ||
Username: knarang | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.130 | Public IP: 82.28.208.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:35 UTC Thu Jun 25 2020 | Duration: 2h:14m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 131614286 | Bytes Rx: 28949692 | IP Addr: 10.145.232.130 | Public IP: 82.28.208.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:35 UTC Thu Jun 25 2020 | Duration: 2h:14m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 131614286 | Bytes Rx: 28949692 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150 | Audit Session ID: 0a910728000960005ef45d27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150 | Audit Session ID: 0a910728000960005ef45d27 | Security Group Tag: none | EasyVPN: 0 ||
Username: supandya | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.184 | Public IP: 176.249.48.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:58 UTC Thu Jun 25 2020 | Duration: 2h:14m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 74652129 | Bytes Rx: 16177229 | IP Addr: 10.145.232.184 | Public IP: 176.249.48.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:58 UTC Thu Jun 25 2020 | Duration: 2h:14m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 74652129 | Bytes Rx: 16177229 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151 | Audit Session ID: 0a910728000970005ef45d3e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151 | Audit Session ID: 0a910728000970005ef45d3e | Security Group Tag: none | EasyVPN: 0 ||
Username: mkaftan | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.185 | Public IP: 188.213.138.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:16:40 UTC Thu Jun 25 2020 | Duration: 2h:13m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 292116662 | Bytes Rx: 36624534 | IP Addr: 10.145.232.185 | Public IP: 188.213.138.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:16:40 UTC Thu Jun 25 2020 | Duration: 2h:13m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 292116662 | Bytes Rx: 36624534 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 152 | Audit Session ID: 0a910728000980005ef45d68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 152 | Audit Session ID: 0a910728000980005ef45d68 | Security Group Tag: none | EasyVPN: 0 ||
Username: jatinder.kumar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.188 | Public IP: 92.99.135.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:24 UTC Thu Jun 25 2020 | Duration: 2h:12m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 44325317 | Bytes Rx: 15599708 | IP Addr: 10.145.232.188 | Public IP: 92.99.135.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:24 UTC Thu Jun 25 2020 | Duration: 2h:12m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 44325317 | Bytes Rx: 15599708 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 154 | Audit Session ID: 0a9107280009a0005ef45dd0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 154 | Audit Session ID: 0a9107280009a0005ef45dd0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ychitte | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.155 | Public IP: 106.220.236.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:46 UTC Thu Jun 25 2020 | Duration: 2h:10m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 79397773 | Bytes Rx: 41723289 | IP Addr: 10.145.232.155 | Public IP: 106.220.236.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:46 UTC Thu Jun 25 2020 | Duration: 2h:10m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 79397773 | Bytes Rx: 41723289 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 155 | Audit Session ID: 0a9107280009b0005ef45e22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 155 | Audit Session ID: 0a9107280009b0005ef45e22 | Security Group Tag: none | EasyVPN: 0 ||
Username: johncugg | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.189 | Public IP: 86.167.79.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:21:50 UTC Thu Jun 25 2020 | Duration: 2h:08m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 600230417 | Bytes Rx: 171463847 | IP Addr: 10.145.232.189 | Public IP: 86.167.79.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:21:50 UTC Thu Jun 25 2020 | Duration: 2h:08m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 600230417 | Bytes Rx: 171463847 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 157 | Audit Session ID: 0a9107280009d0005ef45e9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 157 | Audit Session ID: 0a9107280009d0005ef45e9e | Security Group Tag: none | EasyVPN: 0 ||
