sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: AvinPras | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.230 | Public IP: 103.224.36.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:34 IST Wed Jun 24 2020 | Duration: 0h:35m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 192544092 | Bytes Rx: 20737257 | IP Addr: 10.149.233.230 | Public IP: 103.224.36.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:34 IST Wed Jun 24 2020 | Duration: 0h:35m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 192544092 | Bytes Rx: 20737257 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170547 | Audit Session ID: 0a95072a29a330005ef2ea9a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170547 | Audit Session ID: 0a95072a29a330005ef2ea9a | Security Group Tag: none | EasyVPN: 0 ||
Username: PGunasek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.93 | Public IP: 157.50.89.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:40 IST Wed Jun 24 2020 | Duration: 0h:35m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9242160 | Bytes Rx: 4625975 | IP Addr: 10.149.232.93 | Public IP: 157.50.89.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:40 IST Wed Jun 24 2020 | Duration: 0h:35m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9242160 | Bytes Rx: 4625975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170549 | Audit Session ID: 0a95072a29a350005ef2eaa0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170549 | Audit Session ID: 0a95072a29a350005ef2eaa0 | Security Group Tag: none | EasyVPN: 0 ||
Username: rashig | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.91 | Public IP: 223.190.75.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:45 IST Wed Jun 24 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 22913182 | Bytes Rx: 10379798 | IP Addr: 10.149.232.91 | Public IP: 223.190.75.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:45 IST Wed Jun 24 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 22913182 | Bytes Rx: 10379798 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170550 | Audit Session ID: 0a95072a29a360005ef2eaa5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170550 | Audit Session ID: 0a95072a29a360005ef2eaa5 | Security Group Tag: none | EasyVPN: 0 ||
Username: manasahu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.92 | Public IP: 27.6.175.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:16 IST Wed Jun 24 2020 | Duration: 0h:35m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 25404061 | Bytes Rx: 5267858 | IP Addr: 10.149.232.92 | Public IP: 27.6.175.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:16 IST Wed Jun 24 2020 | Duration: 0h:35m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 25404061 | Bytes Rx: 5267858 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170551 | Audit Session ID: 0a95072a29a370005ef2eac4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170551 | Audit Session ID: 0a95072a29a370005ef2eac4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sunkrish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.128 | Public IP: 157.50.43.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:37 IST Wed Jun 24 2020 | Duration: 0h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 22919411 | Bytes Rx: 8600143 | IP Addr: 10.149.233.128 | Public IP: 157.50.43.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:37 IST Wed Jun 24 2020 | Duration: 0h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 22919411 | Bytes Rx: 8600143 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170552 | Audit Session ID: 0a95072a29a380005ef2ead9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170552 | Audit Session ID: 0a95072a29a380005ef2ead9 | Security Group Tag: none | EasyVPN: 0 ||
Username: UdSanaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.94 | Public IP: 223.237.59.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:51 IST Wed Jun 24 2020 | Duration: 0h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 51051965 | Bytes Rx: 6922503 | IP Addr: 10.149.232.94 | Public IP: 223.237.59.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:51 IST Wed Jun 24 2020 | Duration: 0h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 51051965 | Bytes Rx: 6922503 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170553 | Audit Session ID: 0a95072a29a390005ef2eae7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170553 | Audit Session ID: 0a95072a29a390005ef2eae7 | Security Group Tag: none | EasyVPN: 0 ||
Username: nishlaks | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.95 | Public IP: 106.197.148.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:51 IST Wed Jun 24 2020 | Duration: 0h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 498220979 | Bytes Rx: 22866801 | IP Addr: 10.149.232.95 | Public IP: 106.197.148.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:51 IST Wed Jun 24 2020 | Duration: 0h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 498220979 | Bytes Rx: 22866801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170554 | Audit Session ID: 0a95072a29a3a0005ef2eae7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170554 | Audit Session ID: 0a95072a29a3a0005ef2eae7 | Security Group Tag: none | EasyVPN: 0 ||
Username: dusharma | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.96 | Public IP: 157.36.139.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:11 IST Wed Jun 24 2020 | Duration: 0h:34m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 13060593 | Bytes Rx: 7280940 | IP Addr: 10.149.232.96 | Public IP: 157.36.139.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:11 IST Wed Jun 24 2020 | Duration: 0h:34m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 13060593 | Bytes Rx: 7280940 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170555 | Audit Session ID: 0a95072a29a3b0005ef2eafb | Security Group Tag: none | EasyVPN: 0 |Session ID: 170555 | Audit Session ID: 0a95072a29a3b0005ef2eafb | Security Group Tag: none | EasyVPN: 0 ||
Username: vsanthan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.97 | Public IP: 106.208.81.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:48 IST Wed Jun 24 2020 | Duration: 0h:33m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 71880194 | Bytes Rx: 6574536 | IP Addr: 10.149.232.97 | Public IP: 106.208.81.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:48 IST Wed Jun 24 2020 | Duration: 0h:33m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 71880194 | Bytes Rx: 6574536 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170559 | Audit Session ID: 0a95072a29a3f0005ef2eb20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170559 | Audit Session ID: 0a95072a29a3f0005ef2eb20 | Security Group Tag: none | EasyVPN: 0 ||
Username: gomanika | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.98 | Public IP: 45.249.76.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:51 IST Wed Jun 24 2020 | Duration: 0h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 33626281 | Bytes Rx: 8943037 | IP Addr: 10.149.232.98 | Public IP: 45.249.76.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:26:51 IST Wed Jun 24 2020 | Duration: 0h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 33626281 | Bytes Rx: 8943037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170560 | Audit Session ID: 0a95072a29a400005ef2eb23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170560 | Audit Session ID: 0a95072a29a400005ef2eb23 | Security Group Tag: none | EasyVPN: 0 ||
Username: DwiSingh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.100 | Public IP: 47.9.5.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:13 IST Wed Jun 24 2020 | Duration: 0h:33m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 80361311 | Bytes Rx: 19861305 | IP Addr: 10.149.232.100 | Public IP: 47.9.5.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:13 IST Wed Jun 24 2020 | Duration: 0h:33m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 80361311 | Bytes Rx: 19861305 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170562 | Audit Session ID: 0a95072a29a420005ef2eb39 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170562 | Audit Session ID: 0a95072a29a420005ef2eb39 | Security Group Tag: none | EasyVPN: 0 ||
Username: pratyuti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.99 | Public IP: 47.29.96.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:23 IST Wed Jun 24 2020 | Duration: 0h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 3858650 | Bytes Rx: 2956649 | IP Addr: 10.149.232.99 | Public IP: 47.29.96.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:23 IST Wed Jun 24 2020 | Duration: 0h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 3858650 | Bytes Rx: 2956649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170563 | Audit Session ID: 0a95072a29a430005ef2eb43 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170563 | Audit Session ID: 0a95072a29a430005ef2eb43 | Security Group Tag: none | EasyVPN: 0 ||
Username: enatesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.101 | Public IP: 27.5.97.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:54 IST Wed Jun 24 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7330114 | Bytes Rx: 3253702 | IP Addr: 10.149.232.101 | Public IP: 27.5.97.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:54 IST Wed Jun 24 2020 | Duration: 0h:32m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7330114 | Bytes Rx: 3253702 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170564 | Audit Session ID: 0a95072a29a440005ef2eb62 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170564 | Audit Session ID: 0a95072a29a440005ef2eb62 | Security Group Tag: none | EasyVPN: 0 ||
Username: mahengov | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.102 | Public IP: 106.208.32.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:56 IST Wed Jun 24 2020 | Duration: 0h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 23524335 | Bytes Rx: 9297674 | IP Addr: 10.149.232.102 | Public IP: 106.208.32.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:56 IST Wed Jun 24 2020 | Duration: 0h:32m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 23524335 | Bytes Rx: 9297674 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170565 | Audit Session ID: 0a95072a29a450005ef2eb64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170565 | Audit Session ID: 0a95072a29a450005ef2eb64 | Security Group Tag: none | EasyVPN: 0 ||
Username: DAgrahar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.104 | Public IP: 59.161.166.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:28:02 IST Wed Jun 24 2020 | Duration: 0h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 13414166 | Bytes Rx: 6650705 | IP Addr: 10.149.232.104 | Public IP: 59.161.166.7 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:28:02 IST Wed Jun 24 2020 | Duration: 0h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 13414166 | Bytes Rx: 6650705 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170566 | Audit Session ID: 0a95072a29a460005ef2eb6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170566 | Audit Session ID: 0a95072a29a460005ef2eb6a | Security Group Tag: none | EasyVPN: 0 ||
Username: nkumaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.103 | Public IP: 157.46.36.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:02 IST Wed Jun 24 2020 | Duration: 0h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 33744648 | Bytes Rx: 8114036 | IP Addr: 10.149.232.103 | Public IP: 157.46.36.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:02 IST Wed Jun 24 2020 | Duration: 0h:32m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 33744648 | Bytes Rx: 8114036 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170567 | Audit Session ID: 0a95072a29a470005ef2eb6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170567 | Audit Session ID: 0a95072a29a470005ef2eb6a | Security Group Tag: none | EasyVPN: 0 ||
Username: senkasel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.18 | Public IP: 59.92.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:07 IST Wed Jun 24 2020 | Duration: 0h:32m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 55533155 | Bytes Rx: 13590086 | IP Addr: 10.149.232.18 | Public IP: 59.92.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:07 IST Wed Jun 24 2020 | Duration: 0h:32m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 55533155 | Bytes Rx: 13590086 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170568 | Audit Session ID: 0a95072a29a480005ef2eb6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 170568 | Audit Session ID: 0a95072a29a480005ef2eb6f | Security Group Tag: none | EasyVPN: 0 ||
Username: rtaneeru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.106 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:28:26 IST Wed Jun 24 2020 | Duration: 0h:31m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 6566174 | Bytes Rx: 4324509 | IP Addr: 10.149.232.106 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:28:26 IST Wed Jun 24 2020 | Duration: 0h:31m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 6566174 | Bytes Rx: 4324509 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170570 | Audit Session ID: 0a95072a29a4a0005ef2eb82 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170570 | Audit Session ID: 0a95072a29a4a0005ef2eb82 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanghosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.107 | Public IP: 157.40.8.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:34 IST Wed Jun 24 2020 | Duration: 0h:31m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 41027595 | Bytes Rx: 7099438 | IP Addr: 10.149.232.107 | Public IP: 157.40.8.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:34 IST Wed Jun 24 2020 | Duration: 0h:31m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 41027595 | Bytes Rx: 7099438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170572 | Audit Session ID: 0a95072a29a4c0005ef2eb8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170572 | Audit Session ID: 0a95072a29a4c0005ef2eb8a | Security Group Tag: none | EasyVPN: 0 ||
Username: VVaradar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 106.198.91.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:00 IST Wed Jun 24 2020 | Duration: 0h:31m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 31074454 | Bytes Rx: 6260502 | IP Addr: 10.149.233.213 | Public IP: 106.198.91.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:00 IST Wed Jun 24 2020 | Duration: 0h:31m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 31074454 | Bytes Rx: 6260502 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170573 | Audit Session ID: 0a95072a29a4d0005ef2eba4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170573 | Audit Session ID: 0a95072a29a4d0005ef2eba4 | Security Group Tag: none | EasyVPN: 0 ||
