sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: PrJhadav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 9h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 20248651583 | Bytes Rx: 1073771742 | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 9h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 20248651583 | Bytes Rx: 1073771742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:20 IST Mon Jun 8 2020 | Duration: 0h:34m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 6858867 | Bytes Rx: 2510779 | IP Addr: 10.149.232.185 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:20 IST Mon Jun 8 2020 | Duration: 0h:34m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 6858867 | Bytes Rx: 2510779 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138587 | Audit Session ID: 0a95072a21d5b0005edda8d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138587 | Audit Session ID: 0a95072a21d5b0005edda8d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: srupammi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.193 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:57 IST Mon Jun 8 2020 | Duration: 0h:34m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 32511358 | Bytes Rx: 14319416 | IP Addr: 10.149.232.193 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:57 IST Mon Jun 8 2020 | Duration: 0h:34m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 32511358 | Bytes Rx: 14319416 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138588 | Audit Session ID: 0a95072a21d5c0005edda8f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138588 | Audit Session ID: 0a95072a21d5c0005edda8f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: VISHALBH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 106.210.152.118 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:27:45 IST Mon Jun 8 2020 | Duration: 0h:33m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 38579750 | Bytes Rx: 8884920 | IP Addr: 10.149.233.203 | Public IP: 106.210.152.118 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:27:45 IST Mon Jun 8 2020 | Duration: 0h:33m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 38579750 | Bytes Rx: 8884920 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138589 | Audit Session ID: 0a95072a21d5d0005edda929 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138589 | Audit Session ID: 0a95072a21d5d0005edda929 | Security Group Tag: none | EasyVPN: 0 ||
Username: Rguna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 122.164.141.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:42 IST Mon Jun 8 2020 | Duration: 0h:24m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 92434631 | Bytes Rx: 13707400 | IP Addr: 10.149.233.213 | Public IP: 122.164.141.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:36:42 IST Mon Jun 8 2020 | Duration: 0h:24m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 92434631 | Bytes Rx: 13707400 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138592 | Audit Session ID: 0a95072a21d600005eddab42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138592 | Audit Session ID: 0a95072a21d600005eddab42 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 157.51.108.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:37:01 IST Mon Jun 8 2020 | Duration: 0h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 9220770 | Bytes Rx: 3967281 | IP Addr: 10.149.233.219 | Public IP: 157.51.108.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:37:01 IST Mon Jun 8 2020 | Duration: 0h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 9220770 | Bytes Rx: 3967281 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138593 | Audit Session ID: 0a95072a21d610005eddab55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138593 | Audit Session ID: 0a95072a21d610005eddab55 | Security Group Tag: none | EasyVPN: 0 ||
Username: supaneer | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 42.109.143.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:43 IST Mon Jun 8 2020 | Duration: 0h:18m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 276639880 | Bytes Rx: 8704559 | IP Addr: 10.149.233.221 | Public IP: 42.109.143.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:42:43 IST Mon Jun 8 2020 | Duration: 0h:18m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 276639880 | Bytes Rx: 8704559 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138595 | Audit Session ID: 0a95072a21d630005eddacab | Security Group Tag: none | EasyVPN: 0 |Session ID: 138595 | Audit Session ID: 0a95072a21d630005eddacab | Security Group Tag: none | EasyVPN: 0 ||
Username: shravkar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 49.204.184.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:00 IST Mon Jun 8 2020 | Duration: 0h:17m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 33305497 | Bytes Rx: 9336771 | IP Addr: 10.149.233.205 | Public IP: 49.204.184.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:00 IST Mon Jun 8 2020 | Duration: 0h:17m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 33305497 | Bytes Rx: 9336771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138597 | Audit Session ID: 0a95072a21d650005eddacf8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138597 | Audit Session ID: 0a95072a21d650005eddacf8 | Security Group Tag: none | EasyVPN: 0 ||
Username: kokilas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 60.243.100.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:11 IST Mon Jun 8 2020 | Duration: 0h:16m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 11661120 | Bytes Rx: 6068305 | IP Addr: 10.149.233.209 | Public IP: 60.243.100.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:11 IST Mon Jun 8 2020 | Duration: 0h:16m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 11661120 | Bytes Rx: 6068305 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138598 | Audit Session ID: 0a95072a21d660005eddad03 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138598 | Audit Session ID: 0a95072a21d660005eddad03 | Security Group Tag: none | EasyVPN: 0 ||
Username: adibanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 49.35.102.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:17 IST Mon Jun 8 2020 | Duration: 0h:16m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 41851809 | Bytes Rx: 7445341 | IP Addr: 10.149.233.220 | Public IP: 49.35.102.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:44:17 IST Mon Jun 8 2020 | Duration: 0h:16m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 41851809 | Bytes Rx: 7445341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138599 | Audit Session ID: 0a95072a21d670005eddad09 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138599 | Audit Session ID: 0a95072a21d670005eddad09 | Security Group Tag: none | EasyVPN: 0 ||
Username: savarghe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.205 | Public IP: 103.214.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:26 IST Mon Jun 8 2020 | Duration: 0h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 2312056 | Bytes Rx: 1812951 | IP Addr: 10.149.232.205 | Public IP: 103.214.62.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:26 IST Mon Jun 8 2020 | Duration: 0h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 2312056 | Bytes Rx: 1812951 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138600 | Audit Session ID: 0a95072a21d680005eddae7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138600 | Audit Session ID: 0a95072a21d680005eddae7a | Security Group Tag: none | EasyVPN: 0 ||
Username: jitvargh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.206 | Public IP: 137.97.171.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:54 IST Mon Jun 8 2020 | Duration: 0h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 44200232 | Bytes Rx: 7756638 | IP Addr: 10.149.232.206 | Public IP: 137.97.171.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:54 IST Mon Jun 8 2020 | Duration: 0h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 44200232 | Bytes Rx: 7756638 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138601 | Audit Session ID: 0a95072a21d690005eddae96 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138601 | Audit Session ID: 0a95072a21d690005eddae96 | Security Group Tag: none | EasyVPN: 0 ||
Username: harsanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.57 | Public IP: 111.92.76.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:03 IST Mon Jun 8 2020 | Duration: 0h:06m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 26116987 | Bytes Rx: 2883033 | IP Addr: 10.149.232.57 | Public IP: 111.92.76.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:03 IST Mon Jun 8 2020 | Duration: 0h:06m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 26116987 | Bytes Rx: 2883033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138602 | Audit Session ID: 0a95072a21d6a0005eddaf8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138602 | Audit Session ID: 0a95072a21d6a0005eddaf8f | Security Group Tag: none | EasyVPN: 0 ||
Username: balamurugan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.58 | Public IP: 42.109.135.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:06 IST Mon Jun 8 2020 | Duration: 0h:05m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 5991691 | Bytes Rx: 2218138 | IP Addr: 10.149.232.58 | Public IP: 42.109.135.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:06 IST Mon Jun 8 2020 | Duration: 0h:05m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 5991691 | Bytes Rx: 2218138 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138603 | Audit Session ID: 0a95072a21d6b0005eddaf92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138603 | Audit Session ID: 0a95072a21d6b0005eddaf92 | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodpag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.65 | Public IP: 42.106.214.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 0h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 2229764 | Bytes Rx: 1083808 | IP Addr: 10.149.232.65 | Public IP: 42.106.214.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 0h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 2229764 | Bytes Rx: 1083808 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138604 | Audit Session ID: 0a95072a21d6c0005eddafe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138604 | Audit Session ID: 0a95072a21d6c0005eddafe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: bharathp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 0h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 6646161 | Bytes Rx: 3563203 | IP Addr: 10.149.232.64 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 0h:04m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 6646161 | Bytes Rx: 3563203 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138605 | Audit Session ID: 0a95072a21d6d0005eddafe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138605 | Audit Session ID: 0a95072a21d6d0005eddafe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: bsudalai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.66 | Public IP: 157.46.52.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:51 IST Mon Jun 8 2020 | Duration: 0h:03m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 414783 | Bytes Rx: 472418 | IP Addr: 10.149.232.66 | Public IP: 157.46.52.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:51 IST Mon Jun 8 2020 | Duration: 0h:03m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 414783 | Bytes Rx: 472418 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138606 | Audit Session ID: 0a95072a21d6e0005eddb037 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138606 | Audit Session ID: 0a95072a21d6e0005eddb037 | Security Group Tag: none | EasyVPN: 0 ||
Username: RavPalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.67 | Public IP: 43.241.120.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:57 IST Mon Jun 8 2020 | Duration: 0h:02m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1721570 | Bytes Rx: 415217 | IP Addr: 10.149.232.67 | Public IP: 43.241.120.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:58:57 IST Mon Jun 8 2020 | Duration: 0h:02m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1721570 | Bytes Rx: 415217 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138607 | Audit Session ID: 0a95072a21d6f0005eddb079 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138607 | Audit Session ID: 0a95072a21d6f0005eddb079 | Security Group Tag: none | EasyVPN: 0 ||
Username: rkiran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.68 | Public IP: 49.206.213.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:18 IST Mon Jun 8 2020 | Duration: 0h:01m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 47471767 | Bytes Rx: 3872721 | IP Addr: 10.149.232.68 | Public IP: 49.206.213.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:18 IST Mon Jun 8 2020 | Duration: 0h:01m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 47471767 | Bytes Rx: 3872721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138608 | Audit Session ID: 0a95072a21d700005eddb08e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138608 | Audit Session ID: 0a95072a21d700005eddb08e | Security Group Tag: none | EasyVPN: 0 ||
Username: jibinj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.70 | Public IP: 103.85.207.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:30 IST Mon Jun 8 2020 | Duration: 0h:01m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 12829111 | Bytes Rx: 2130721 | IP Addr: 10.149.232.70 | Public IP: 103.85.207.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:30 IST Mon Jun 8 2020 | Duration: 0h:01m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 12829111 | Bytes Rx: 2130721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138610 | Audit Session ID: 0a95072a21d720005eddb09a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138610 | Audit Session ID: 0a95072a21d720005eddb09a | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.71 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:49 IST Mon Jun 8 2020 | Duration: 0h:01m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 306717 | Bytes Rx: 251394 | IP Addr: 10.149.232.71 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:49 IST Mon Jun 8 2020 | Duration: 0h:01m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 306717 | Bytes Rx: 251394 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138611 | Audit Session ID: 0a95072a21d730005eddb0ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 138611 | Audit Session ID: 0a95072a21d730005eddb0ad | Security Group Tag: none | EasyVPN: 0 ||
