sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: Binu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 157.46.184.57 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:40:09 IST Wed Jun 24 2020 | Duration: 0h:22m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 321543068 | Bytes Rx: 17816572 | IP Addr: 10.149.233.210 | Public IP: 157.46.184.57 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:40:09 IST Wed Jun 24 2020 | Duration: 0h:22m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 321543068 | Bytes Rx: 17816572 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170362 | Audit Session ID: 0a95072a2997a0005ef2e031 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170362 | Audit Session ID: 0a95072a2997a0005ef2e031 | Security Group Tag: none | EasyVPN: 0 ||
Username: Stalekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 223.229.171.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:11 IST Wed Jun 24 2020 | Duration: 0h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 18297700 | Bytes Rx: 4612877 | IP Addr: 10.149.233.209 | Public IP: 223.229.171.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:11 IST Wed Jun 24 2020 | Duration: 0h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 18297700 | Bytes Rx: 4612877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170363 | Audit Session ID: 0a95072a2997b0005ef2e033 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170363 | Audit Session ID: 0a95072a2997b0005ef2e033 | Security Group Tag: none | EasyVPN: 0 ||
Username: manms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 59.96.159.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:17 IST Wed Jun 24 2020 | Duration: 0h:22m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 26244180 | Bytes Rx: 7474556 | IP Addr: 10.149.233.212 | Public IP: 59.96.159.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:17 IST Wed Jun 24 2020 | Duration: 0h:22m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 26244180 | Bytes Rx: 7474556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170364 | Audit Session ID: 0a95072a2997c0005ef2e039 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170364 | Audit Session ID: 0a95072a2997c0005ef2e039 | Security Group Tag: none | EasyVPN: 0 ||
Username: surajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 42.111.151.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:28 IST Wed Jun 24 2020 | Duration: 0h:21m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 41586623 | Bytes Rx: 8592321 | IP Addr: 10.149.233.211 | Public IP: 42.111.151.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:28 IST Wed Jun 24 2020 | Duration: 0h:21m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 41586623 | Bytes Rx: 8592321 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170365 | Audit Session ID: 0a95072a2997d0005ef2e044 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170365 | Audit Session ID: 0a95072a2997d0005ef2e044 | Security Group Tag: none | EasyVPN: 0 ||
Username: sakthsub | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 106.206.0.3 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:40:50 IST Wed Jun 24 2020 | Duration: 0h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 137686712 | Bytes Rx: 14235792 | IP Addr: 10.149.233.213 | Public IP: 106.206.0.3 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:40:50 IST Wed Jun 24 2020 | Duration: 0h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 137686712 | Bytes Rx: 14235792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170367 | Audit Session ID: 0a95072a2997f0005ef2e05a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170367 | Audit Session ID: 0a95072a2997f0005ef2e05a | Security Group Tag: none | EasyVPN: 0 ||
Username: karavi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 157.50.103.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:13 IST Wed Jun 24 2020 | Duration: 0h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 16188329 | Bytes Rx: 6798432 | IP Addr: 10.149.233.214 | Public IP: 157.50.103.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:13 IST Wed Jun 24 2020 | Duration: 0h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 16188329 | Bytes Rx: 6798432 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170368 | Audit Session ID: 0a95072a299800005ef2e071 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170368 | Audit Session ID: 0a95072a299800005ef2e071 | Security Group Tag: none | EasyVPN: 0 ||
Username: mpatro | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 61.2.124.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:40 IST Wed Jun 24 2020 | Duration: 0h:20m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 19957131 | Bytes Rx: 8529310 | IP Addr: 10.149.233.215 | Public IP: 61.2.124.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:40 IST Wed Jun 24 2020 | Duration: 0h:20m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 19957131 | Bytes Rx: 8529310 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170369 | Audit Session ID: 0a95072a299810005ef2e08c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170369 | Audit Session ID: 0a95072a299810005ef2e08c | Security Group Tag: none | EasyVPN: 0 ||
Username: AGanapat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.223 | Public IP: 157.50.222.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:44 IST Wed Jun 24 2020 | Duration: 0h:20m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 58589736 | Bytes Rx: 3947079 | IP Addr: 10.149.233.223 | Public IP: 157.50.222.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:44 IST Wed Jun 24 2020 | Duration: 0h:20m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 58589736 | Bytes Rx: 3947079 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170370 | Audit Session ID: 0a95072a299820005ef2e090 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170370 | Audit Session ID: 0a95072a299820005ef2e090 | Security Group Tag: none | EasyVPN: 0 ||
Username: MRashidS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.216 | Public IP: 103.213.195.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:44 IST Wed Jun 24 2020 | Duration: 0h:20m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23367978 | Bytes Rx: 10139264 | IP Addr: 10.149.233.216 | Public IP: 103.213.195.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:44 IST Wed Jun 24 2020 | Duration: 0h:20m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23367978 | Bytes Rx: 10139264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170371 | Audit Session ID: 0a95072a299830005ef2e090 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170371 | Audit Session ID: 0a95072a299830005ef2e090 | Security Group Tag: none | EasyVPN: 0 ||
Username: suprabha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 144.48.51.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:11 IST Wed Jun 24 2020 | Duration: 0h:20m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 41062180 | Bytes Rx: 6832840 | IP Addr: 10.149.233.218 | Public IP: 144.48.51.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:11 IST Wed Jun 24 2020 | Duration: 0h:20m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 41062180 | Bytes Rx: 6832840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170373 | Audit Session ID: 0a95072a299850005ef2e0ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 170373 | Audit Session ID: 0a95072a299850005ef2e0ab | Security Group Tag: none | EasyVPN: 0 ||
Username: surgunja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.217 | Public IP: 183.83.38.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:12 IST Wed Jun 24 2020 | Duration: 0h:20m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 35788630 | Bytes Rx: 7438456 | IP Addr: 10.149.233.217 | Public IP: 183.83.38.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:12 IST Wed Jun 24 2020 | Duration: 0h:20m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 35788630 | Bytes Rx: 7438456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170374 | Audit Session ID: 0a95072a299860005ef2e0ac | Security Group Tag: none | EasyVPN: 0 |Session ID: 170374 | Audit Session ID: 0a95072a299860005ef2e0ac | Security Group Tag: none | EasyVPN: 0 ||
Username: durgdevi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 157.50.199.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 0h:19m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 98157667 | Bytes Rx: 3294819 | IP Addr: 10.149.233.220 | Public IP: 157.50.199.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 0h:19m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 98157667 | Bytes Rx: 3294819 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170375 | Audit Session ID: 0a95072a299870005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170375 | Audit Session ID: 0a95072a299870005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: debabrata.b | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.178 | Public IP: 223.191.52.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:44 IST Wed Jun 24 2020 | Duration: 0h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 8225654 | Bytes Rx: 5198742 | IP Addr: 10.149.233.178 | Public IP: 223.191.52.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:44 IST Wed Jun 24 2020 | Duration: 0h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 8225654 | Bytes Rx: 5198742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170376 | Audit Session ID: 0a95072a299880005ef2e0cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170376 | Audit Session ID: 0a95072a299880005ef2e0cc | Security Group Tag: none | EasyVPN: 0 ||
Username: dusahare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.224 | Public IP: 157.33.171.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:32 IST Wed Jun 24 2020 | Duration: 0h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 118357388 | Bytes Rx: 8587672 | IP Addr: 10.149.233.224 | Public IP: 157.33.171.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:32 IST Wed Jun 24 2020 | Duration: 0h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 118357388 | Bytes Rx: 8587672 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170377 | Audit Session ID: 0a95072a299890005ef2e0fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170377 | Audit Session ID: 0a95072a299890005ef2e0fc | Security Group Tag: none | EasyVPN: 0 ||
Username: RSINGAMP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.150 | Public IP: 42.109.145.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:22 IST Wed Jun 24 2020 | Duration: 0h:15m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 44399902 | Bytes Rx: 4225700 | IP Addr: 10.149.233.150 | Public IP: 42.109.145.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:22 IST Wed Jun 24 2020 | Duration: 0h:15m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 44399902 | Bytes Rx: 4225700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170378 | Audit Session ID: 0a95072a2998a0005ef2e1e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170378 | Audit Session ID: 0a95072a2998a0005ef2e1e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: FAlbert | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.226 | Public IP: 27.62.107.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:30 IST Wed Jun 24 2020 | Duration: 0h:14m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 15823437 | Bytes Rx: 3854753 | IP Addr: 10.149.233.226 | Public IP: 27.62.107.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:30 IST Wed Jun 24 2020 | Duration: 0h:14m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 15823437 | Bytes Rx: 3854753 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170379 | Audit Session ID: 0a95072a2998b0005ef2e1ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 170379 | Audit Session ID: 0a95072a2998b0005ef2e1ea | Security Group Tag: none | EasyVPN: 0 ||
Username: sthamby | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.225 | Public IP: 106.198.22.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:31 IST Wed Jun 24 2020 | Duration: 0h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 71179350 | Bytes Rx: 5053836 | IP Addr: 10.149.233.225 | Public IP: 106.198.22.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:31 IST Wed Jun 24 2020 | Duration: 0h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 71179350 | Bytes Rx: 5053836 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170380 | Audit Session ID: 0a95072a2998c0005ef2e1eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 170380 | Audit Session ID: 0a95072a2998c0005ef2e1eb | Security Group Tag: none | EasyVPN: 0 ||
Username: Navselva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.227 | Public IP: 210.18.166.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:47 IST Wed Jun 24 2020 | Duration: 0h:14m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 35095116 | Bytes Rx: 8257105 | IP Addr: 10.149.233.227 | Public IP: 210.18.166.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:47 IST Wed Jun 24 2020 | Duration: 0h:14m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 35095116 | Bytes Rx: 8257105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170381 | Audit Session ID: 0a95072a2998d0005ef2e1fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 170381 | Audit Session ID: 0a95072a2998d0005ef2e1fb | Security Group Tag: none | EasyVPN: 0 ||
Username: annadana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.228 | Public IP: 106.208.40.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:51 IST Wed Jun 24 2020 | Duration: 0h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 35621492 | Bytes Rx: 22003151 | IP Addr: 10.149.233.228 | Public IP: 106.208.40.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:51 IST Wed Jun 24 2020 | Duration: 0h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 35621492 | Bytes Rx: 22003151 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170382 | Audit Session ID: 0a95072a2998e0005ef2e1ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 170382 | Audit Session ID: 0a95072a2998e0005ef2e1ff | Security Group Tag: none | EasyVPN: 0 ||
Username: nshanmuh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 60.243.37.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:53 IST Wed Jun 24 2020 | Duration: 0h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 14300664 | Bytes Rx: 9557614 | IP Addr: 10.149.233.229 | Public IP: 60.243.37.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:53 IST Wed Jun 24 2020 | Duration: 0h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 14300664 | Bytes Rx: 9557614 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170383 | Audit Session ID: 0a95072a2998f0005ef2e201 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170383 | Audit Session ID: 0a95072a2998f0005ef2e201 | Security Group Tag: none | EasyVPN: 0 ||
