sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ksubbiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.44 | Public IP: 49.207.132.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Thu Jun 25 2020 | Duration: 21h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 717394639 | Bytes Rx: 245197236 | IP Addr: 10.149.233.44 | Public IP: 49.207.132.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Thu Jun 25 2020 | Duration: 21h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 717394639 | Bytes Rx: 245197236 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172728 | Audit Session ID: 0a95072a2a2b80005ef435eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 172728 | Audit Session ID: 0a95072a2a2b80005ef435eb | Security Group Tag: none | EasyVPN: 0 ||
Username: satheesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.49.168.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:38 IST Fri Jun 26 2020 | Duration: 0h:34m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 16489849 | Bytes Rx: 4337600 | IP Addr: 10.149.233.215 | Public IP: 157.49.168.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:38 IST Fri Jun 26 2020 | Duration: 0h:34m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 16489849 | Bytes Rx: 4337600 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174575 | Audit Session ID: 0a95072a2a9ef0005ef55d56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174575 | Audit Session ID: 0a95072a2a9ef0005ef55d56 | Security Group Tag: none | EasyVPN: 0 ||
Username: JulieT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.199 | Public IP: 157.33.150.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:16 IST Fri Jun 26 2020 | Duration: 0h:28m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 7780611 | Bytes Rx: 3883874 | IP Addr: 10.149.233.199 | Public IP: 157.33.150.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:16 IST Fri Jun 26 2020 | Duration: 0h:28m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 7780611 | Bytes Rx: 3883874 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174580 | Audit Session ID: 0a95072a2a9f40005ef55ee4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174580 | Audit Session ID: 0a95072a2a9f40005ef55ee4 | Security Group Tag: none | EasyVPN: 0 ||
Username: stalinj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 223.228.166.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:29 IST Fri Jun 26 2020 | Duration: 0h:27m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 104147936 | Bytes Rx: 9701780 | IP Addr: 10.149.233.203 | Public IP: 223.228.166.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:29 IST Fri Jun 26 2020 | Duration: 0h:27m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 104147936 | Bytes Rx: 9701780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174582 | Audit Session ID: 0a95072a2a9f60005ef55ef1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174582 | Audit Session ID: 0a95072a2a9f60005ef55ef1 | Security Group Tag: none | EasyVPN: 0 ||
Username: syeafzal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.217 | Public IP: 106.197.185.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:26 IST Fri Jun 26 2020 | Duration: 0h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 40071566 | Bytes Rx: 7598240 | IP Addr: 10.149.233.217 | Public IP: 106.197.185.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:26 IST Fri Jun 26 2020 | Duration: 0h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 40071566 | Bytes Rx: 7598240 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174583 | Audit Session ID: 0a95072a2a9f70005ef55f2a | Security Group Tag: none | EasyVPN: 0 |Session ID: 174583 | Audit Session ID: 0a95072a2a9f70005ef55f2a | Security Group Tag: none | EasyVPN: 0 ||
Username: k.balasubramanian | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 117.193.230.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:27 IST Fri Jun 26 2020 | Duration: 0h:26m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 13747270 | Bytes Rx: 4577382 | IP Addr: 10.149.233.218 | Public IP: 117.193.230.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:27 IST Fri Jun 26 2020 | Duration: 0h:26m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 13747270 | Bytes Rx: 4577382 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174584 | Audit Session ID: 0a95072a2a9f80005ef55f2b | Security Group Tag: none | EasyVPN: 0 |Session ID: 174584 | Audit Session ID: 0a95072a2a9f80005ef55f2b | Security Group Tag: none | EasyVPN: 0 ||
Username: JYarassi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 124.123.28.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:43 IST Fri Jun 26 2020 | Duration: 0h:26m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 65362648 | Bytes Rx: 15433619 | IP Addr: 10.149.233.219 | Public IP: 124.123.28.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:43 IST Fri Jun 26 2020 | Duration: 0h:26m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 65362648 | Bytes Rx: 15433619 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174585 | Audit Session ID: 0a95072a2a9f90005ef55f3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 174585 | Audit Session ID: 0a95072a2a9f90005ef55f3b | Security Group Tag: none | EasyVPN: 0 ||
Username: ranuthak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 106.217.221.174 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:06:57 IST Fri Jun 26 2020 | Duration: 0h:26m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 22150472 | Bytes Rx: 8121086 | IP Addr: 10.149.233.220 | Public IP: 106.217.221.174 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:06:57 IST Fri Jun 26 2020 | Duration: 0h:26m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 22150472 | Bytes Rx: 8121086 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174586 | Audit Session ID: 0a95072a2a9fa0005ef55f49 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174586 | Audit Session ID: 0a95072a2a9fa0005ef55f49 | Security Group Tag: none | EasyVPN: 0 ||
Username: muumarji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.194 | Public IP: 223.228.17.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:30 IST Fri Jun 26 2020 | Duration: 0h:19m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 56466112 | Bytes Rx: 8472236 | IP Addr: 10.149.233.194 | Public IP: 223.228.17.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:30 IST Fri Jun 26 2020 | Duration: 0h:19m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 56466112 | Bytes Rx: 8472236 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174587 | Audit Session ID: 0a95072a2a9fb0005ef560d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174587 | Audit Session ID: 0a95072a2a9fb0005ef560d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: prabdaya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 27.5.72.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:43 IST Fri Jun 26 2020 | Duration: 0h:14m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 865726314 | Bytes Rx: 27684532 | IP Addr: 10.149.233.221 | Public IP: 27.5.72.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:43 IST Fri Jun 26 2020 | Duration: 0h:14m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 865726314 | Bytes Rx: 27684532 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174588 | Audit Session ID: 0a95072a2a9fc0005ef5620b | Security Group Tag: none | EasyVPN: 0 |Session ID: 174588 | Audit Session ID: 0a95072a2a9fc0005ef5620b | Security Group Tag: none | EasyVPN: 0 ||
Username: NPERUMAL | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.206 | Public IP: 157.50.144.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:16 IST Fri Jun 26 2020 | Duration: 0h:14m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 90343392 | Bytes Rx: 8332660 | IP Addr: 10.149.233.206 | Public IP: 157.50.144.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:16 IST Fri Jun 26 2020 | Duration: 0h:14m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 90343392 | Bytes Rx: 8332660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174589 | Audit Session ID: 0a95072a2a9fd0005ef5622c | Security Group Tag: none | EasyVPN: 0 |Session ID: 174589 | Audit Session ID: 0a95072a2a9fd0005ef5622c | Security Group Tag: none | EasyVPN: 0 ||
Username: kaviarasu.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.90 | Public IP: 49.207.199.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:54 IST Fri Jun 26 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 3883232 | Bytes Rx: 2222742 | IP Addr: 10.149.232.90 | Public IP: 49.207.199.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:54 IST Fri Jun 26 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 3883232 | Bytes Rx: 2222742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174590 | Audit Session ID: 0a95072a2a9fe0005ef56432 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174590 | Audit Session ID: 0a95072a2a9fe0005ef56432 | Security Group Tag: none | EasyVPN: 0 ||
Username: niprabhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.89 | Public IP: 49.207.136.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:54 IST Fri Jun 26 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 7212805 | Bytes Rx: 1635977 | IP Addr: 10.149.232.89 | Public IP: 49.207.136.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:54 IST Fri Jun 26 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 7212805 | Bytes Rx: 1635977 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174591 | Audit Session ID: 0a95072a2a9ff0005ef56432 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174591 | Audit Session ID: 0a95072a2a9ff0005ef56432 | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
