sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 ||
Username: JNair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.120 | Public IP: 103.148.21.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:20 IST Mon Jun 15 2020 | Duration: 0h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 5936302 | Bytes Rx: 3266585 | IP Addr: 10.149.232.120 | Public IP: 103.148.21.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:20 IST Mon Jun 15 2020 | Duration: 0h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 5936302 | Bytes Rx: 3266585 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151783 | Audit Session ID: 0a95072a250e70005ee6f704 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151783 | Audit Session ID: 0a95072a250e70005ee6f704 | Security Group Tag: none | EasyVPN: 0 ||
Username: Sgadekar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.121 | Public IP: 157.47.26.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:20 IST Mon Jun 15 2020 | Duration: 0h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 4362025 | Bytes Rx: 1416063 | IP Addr: 10.149.232.121 | Public IP: 157.47.26.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:20 IST Mon Jun 15 2020 | Duration: 0h:10m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 4362025 | Bytes Rx: 1416063 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151784 | Audit Session ID: 0a95072a250e80005ee6f704 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151784 | Audit Session ID: 0a95072a250e80005ee6f704 | Security Group Tag: none | EasyVPN: 0 ||
Username: okurkute | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.122 | Public IP: 223.178.146.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:23 IST Mon Jun 15 2020 | Duration: 0h:09m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 44782156 | Bytes Rx: 5151223 | IP Addr: 10.149.232.122 | Public IP: 223.178.146.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:23 IST Mon Jun 15 2020 | Duration: 0h:09m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 44782156 | Bytes Rx: 5151223 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151785 | Audit Session ID: 0a95072a250e90005ee6f707 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151785 | Audit Session ID: 0a95072a250e90005ee6f707 | Security Group Tag: none | EasyVPN: 0 ||
Username: MunshiS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.123 | Public IP: 117.204.54.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:30 IST Mon Jun 15 2020 | Duration: 0h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 62226959 | Bytes Rx: 3839404 | IP Addr: 10.149.232.123 | Public IP: 117.204.54.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:30 IST Mon Jun 15 2020 | Duration: 0h:09m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 62226959 | Bytes Rx: 3839404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151786 | Audit Session ID: 0a95072a250ea0005ee6f70e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151786 | Audit Session ID: 0a95072a250ea0005ee6f70e | Security Group Tag: none | EasyVPN: 0 ||
Username: amuravik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.124 | Public IP: 27.5.212.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:38 IST Mon Jun 15 2020 | Duration: 0h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 28362957 | Bytes Rx: 7901840 | IP Addr: 10.149.232.124 | Public IP: 27.5.212.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:38 IST Mon Jun 15 2020 | Duration: 0h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 28362957 | Bytes Rx: 7901840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151788 | Audit Session ID: 0a95072a250ec0005ee6f716 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151788 | Audit Session ID: 0a95072a250ec0005ee6f716 | Security Group Tag: none | EasyVPN: 0 ||
Username: santbabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 157.50.10.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:45 IST Mon Jun 15 2020 | Duration: 0h:09m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 12053142 | Bytes Rx: 3910573 | IP Addr: 10.149.232.125 | Public IP: 157.50.10.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:45 IST Mon Jun 15 2020 | Duration: 0h:09m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 12053142 | Bytes Rx: 3910573 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151789 | Audit Session ID: 0a95072a250ed0005ee6f71d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151789 | Audit Session ID: 0a95072a250ed0005ee6f71d | Security Group Tag: none | EasyVPN: 0 ||
Username: RAJWINDER.KAUR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 223.190.7.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:48 IST Mon Jun 15 2020 | Duration: 0h:09m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 32029867 | Bytes Rx: 6486265 | IP Addr: 10.149.232.126 | Public IP: 223.190.7.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:48 IST Mon Jun 15 2020 | Duration: 0h:09m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 32029867 | Bytes Rx: 6486265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151790 | Audit Session ID: 0a95072a250ee0005ee6f720 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151790 | Audit Session ID: 0a95072a250ee0005ee6f720 | Security Group Tag: none | EasyVPN: 0 ||
Username: hasan.syed | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.50 | Public IP: 117.207.18.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:12 IST Mon Jun 15 2020 | Duration: 0h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 23220107 | Bytes Rx: 5958197 | IP Addr: 10.149.232.50 | Public IP: 117.207.18.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:12 IST Mon Jun 15 2020 | Duration: 0h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 23220107 | Bytes Rx: 5958197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151791 | Audit Session ID: 0a95072a250ef0005ee6f738 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151791 | Audit Session ID: 0a95072a250ef0005ee6f738 | Security Group Tag: none | EasyVPN: 0 ||
Username: nilenaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.127 | Public IP: 122.172.208.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:14 IST Mon Jun 15 2020 | Duration: 0h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 7433186 | Bytes Rx: 3654978 | IP Addr: 10.149.232.127 | Public IP: 122.172.208.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:14 IST Mon Jun 15 2020 | Duration: 0h:09m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 7433186 | Bytes Rx: 3654978 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151792 | Audit Session ID: 0a95072a250f00005ee6f73a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151792 | Audit Session ID: 0a95072a250f00005ee6f73a | Security Group Tag: none | EasyVPN: 0 ||
Username: djaganna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr:  | Public IP: 157.50.55.34 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:51:33 IST Mon Jun 15 2020 | Duration: 0h:08m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | IP Addr:  | Public IP: 157.50.55.34 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:51:33 IST Mon Jun 15 2020 | Duration: 0h:08m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151793 | Audit Session ID: 0a95072a250f10005ee6f74d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151793 | Audit Session ID: 0a95072a250f10005ee6f74d | Security Group Tag: none | EasyVPN: 0 ||
Username: manojbas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.128 | Public IP: 106.197.146.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:38 IST Mon Jun 15 2020 | Duration: 0h:08m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 25256709 | Bytes Rx: 3677068 | IP Addr: 10.149.232.128 | Public IP: 106.197.146.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:38 IST Mon Jun 15 2020 | Duration: 0h:08m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 25256709 | Bytes Rx: 3677068 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151794 | Audit Session ID: 0a95072a250f20005ee6f752 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151794 | Audit Session ID: 0a95072a250f20005ee6f752 | Security Group Tag: none | EasyVPN: 0 ||
Username: PriSatha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.129 | Public IP: 60.243.95.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:07 IST Mon Jun 15 2020 | Duration: 0h:08m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 9839944 | Bytes Rx: 3948369 | IP Addr: 10.149.232.129 | Public IP: 60.243.95.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:07 IST Mon Jun 15 2020 | Duration: 0h:08m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 9839944 | Bytes Rx: 3948369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151795 | Audit Session ID: 0a95072a250f30005ee6f76f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151795 | Audit Session ID: 0a95072a250f30005ee6f76f | Security Group Tag: none | EasyVPN: 0 ||
Username: ropratap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.62 | Public IP: 223.187.185.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:30 IST Mon Jun 15 2020 | Duration: 0h:07m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36051681 | Bytes Rx: 4316913 | IP Addr: 10.149.232.62 | Public IP: 223.187.185.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:30 IST Mon Jun 15 2020 | Duration: 0h:07m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36051681 | Bytes Rx: 4316913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151796 | Audit Session ID: 0a95072a250f40005ee6f786 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151796 | Audit Session ID: 0a95072a250f40005ee6f786 | Security Group Tag: none | EasyVPN: 0 ||
Username: spadma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.41 | Public IP: 27.59.174.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:26 IST Mon Jun 15 2020 | Duration: 0h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 37715947 | Bytes Rx: 6300239 | IP Addr: 10.149.232.41 | Public IP: 27.59.174.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:26 IST Mon Jun 15 2020 | Duration: 0h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 37715947 | Bytes Rx: 6300239 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151797 | Audit Session ID: 0a95072a250f50005ee6f7fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 151797 | Audit Session ID: 0a95072a250f50005ee6f7fa | Security Group Tag: none | EasyVPN: 0 ||
Username: Mgogia | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.130 | Public IP: 139.5.242.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:38 IST Mon Jun 15 2020 | Duration: 0h:05m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 8164206 | Bytes Rx: 4990732 | IP Addr: 10.149.232.130 | Public IP: 139.5.242.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:38 IST Mon Jun 15 2020 | Duration: 0h:05m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 8164206 | Bytes Rx: 4990732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151798 | Audit Session ID: 0a95072a250f60005ee6f806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151798 | Audit Session ID: 0a95072a250f60005ee6f806 | Security Group Tag: none | EasyVPN: 0 ||
Username: karan.singh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 106.209.160.235 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:54:43 IST Mon Jun 15 2020 | Duration: 0h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 22372783 | Bytes Rx: 6342184 | IP Addr: 10.149.232.131 | Public IP: 106.209.160.235 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:54:43 IST Mon Jun 15 2020 | Duration: 0h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 22372783 | Bytes Rx: 6342184 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151799 | Audit Session ID: 0a95072a250f70005ee6f80b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151799 | Audit Session ID: 0a95072a250f70005ee6f80b | Security Group Tag: none | EasyVPN: 0 ||
Username: ElbinK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.133 | Public IP: 137.97.189.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Mon Jun 15 2020 | Duration: 0h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1292166 | Bytes Rx: 700559 | IP Addr: 10.149.232.133 | Public IP: 137.97.189.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:49 IST Mon Jun 15 2020 | Duration: 0h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 1292166 | Bytes Rx: 700559 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151800 | Audit Session ID: 0a95072a250f80005ee6f811 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151800 | Audit Session ID: 0a95072a250f80005ee6f811 | Security Group Tag: none | EasyVPN: 0 ||
Username: akssalun | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.132 | Public IP: 202.179.93.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:52 IST Mon Jun 15 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 5094445 | Bytes Rx: 1937966 | IP Addr: 10.149.232.132 | Public IP: 202.179.93.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:52 IST Mon Jun 15 2020 | Duration: 0h:05m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 5094445 | Bytes Rx: 1937966 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151801 | Audit Session ID: 0a95072a250f90005ee6f814 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151801 | Audit Session ID: 0a95072a250f90005ee6f814 | Security Group Tag: none | EasyVPN: 0 ||
Username: gowri.subburu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.136 | Public IP: 106.200.189.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:09 IST Mon Jun 15 2020 | Duration: 0h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 6627698 | Bytes Rx: 3552303 | IP Addr: 10.149.232.136 | Public IP: 106.200.189.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:09 IST Mon Jun 15 2020 | Duration: 0h:05m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 6627698 | Bytes Rx: 3552303 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151804 | Audit Session ID: 0a95072a250fc0005ee6f825 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151804 | Audit Session ID: 0a95072a250fc0005ee6f825 | Security Group Tag: none | EasyVPN: 0 ||
Username: kulbisht | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 43.247.40.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:11 IST Mon Jun 15 2020 | Duration: 0h:05m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 4308519 | Bytes Rx: 1434550 | IP Addr: 10.149.232.134 | Public IP: 43.247.40.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:11 IST Mon Jun 15 2020 | Duration: 0h:05m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 4308519 | Bytes Rx: 1434550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151806 | Audit Session ID: 0a95072a250fe0005ee6f827 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151806 | Audit Session ID: 0a95072a250fe0005ee6f827 | Security Group Tag: none | EasyVPN: 0 ||
