sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: anand.kochhar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.226 | Public IP: 115.96.164.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:22 IST Tue Jun 9 2020 | Duration: 0h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4152397831 | Bytes Rx: 258131384 | IP Addr: 10.150.237.226 | Public IP: 115.96.164.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:22 IST Tue Jun 9 2020 | Duration: 0h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 4152397831 | Bytes Rx: 258131384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5545 | Audit Session ID: 0a96cf69015a90005edf2a26 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5545 | Audit Session ID: 0a96cf69015a90005edf2a26 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrawal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.94 | Public IP: 106.222.78.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:30 IST Tue Jun 9 2020 | Duration: 0h:39m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 320195382 | Bytes Rx: 15201389 | IP Addr: 10.150.244.94 | Public IP: 106.222.78.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:30 IST Tue Jun 9 2020 | Duration: 0h:39m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 320195382 | Bytes Rx: 15201389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5546 | Audit Session ID: 0a96cf69015aa0005edf2a2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 5546 | Audit Session ID: 0a96cf69015aa0005edf2a2e | Security Group Tag: none | EasyVPN: 0 ||
Username: vigandhi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.156 | Public IP: 106.220.153.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:09 IST Tue Jun 9 2020 | Duration: 0h:39m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 46392429 | Bytes Rx: 15388269 | IP Addr: 10.150.236.156 | Public IP: 106.220.153.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:09 IST Tue Jun 9 2020 | Duration: 0h:39m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 46392429 | Bytes Rx: 15388269 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5547 | Audit Session ID: 0a96cf69015ab0005edf2a55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5547 | Audit Session ID: 0a96cf69015ab0005edf2a55 | Security Group Tag: none | EasyVPN: 0 ||
Username: dattkanh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.48 | Public IP: 49.35.17.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:17 IST Tue Jun 9 2020 | Duration: 0h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 3776302 | Bytes Rx: 1383429 | IP Addr: 10.150.244.48 | Public IP: 49.35.17.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:17 IST Tue Jun 9 2020 | Duration: 0h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 3776302 | Bytes Rx: 1383429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5549 | Audit Session ID: 0a96cf69015ad0005edf2a5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 5549 | Audit Session ID: 0a96cf69015ad0005edf2a5d | Security Group Tag: none | EasyVPN: 0 ||
Username: stutis | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.139 | Public IP: 157.42.25.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:33 IST Tue Jun 9 2020 | Duration: 0h:38m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 49492632 | Bytes Rx: 88777194 | IP Addr: 10.150.237.139 | Public IP: 157.42.25.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:33 IST Tue Jun 9 2020 | Duration: 0h:38m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 49492632 | Bytes Rx: 88777194 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5550 | Audit Session ID: 0a96cf69015ae0005edf2a6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 5550 | Audit Session ID: 0a96cf69015ae0005edf2a6d | Security Group Tag: none | EasyVPN: 0 ||
Username: tchawan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.200 | Public IP: 106.193.193.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:40 IST Tue Jun 9 2020 | Duration: 0h:38m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 58494738 | Bytes Rx: 10061681 | IP Addr: 10.150.244.200 | Public IP: 106.193.193.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:40 IST Tue Jun 9 2020 | Duration: 0h:38m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 58494738 | Bytes Rx: 10061681 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5551 | Audit Session ID: 0a96cf69015af0005edf2a74 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5551 | Audit Session ID: 0a96cf69015af0005edf2a74 | Security Group Tag: none | EasyVPN: 0 ||
Username: gayatdev | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.96 | Public IP: 49.207.139.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:53 IST Tue Jun 9 2020 | Duration: 0h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 40460884 | Bytes Rx: 18366353 | IP Addr: 10.150.244.96 | Public IP: 49.207.139.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:53 IST Tue Jun 9 2020 | Duration: 0h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 40460884 | Bytes Rx: 18366353 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5552 | Audit Session ID: 0a96cf69015b00005edf2a81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5552 | Audit Session ID: 0a96cf69015b00005edf2a81 | Security Group Tag: none | EasyVPN: 0 ||
Username: STambare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.225 | Public IP: 157.33.168.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:53 IST Tue Jun 9 2020 | Duration: 0h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 20965394 | Bytes Rx: 4177264 | IP Addr: 10.150.244.225 | Public IP: 157.33.168.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:53 IST Tue Jun 9 2020 | Duration: 0h:38m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 20965394 | Bytes Rx: 4177264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5553 | Audit Session ID: 0a96cf69015b10005edf2a81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5553 | Audit Session ID: 0a96cf69015b10005edf2a81 | Security Group Tag: none | EasyVPN: 0 ||
Username: gkaldate | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.97 | Public IP: 106.77.8.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:55 IST Tue Jun 9 2020 | Duration: 0h:38m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 475905608 | Bytes Rx: 41617293 | IP Addr: 10.150.244.97 | Public IP: 106.77.8.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:51:55 IST Tue Jun 9 2020 | Duration: 0h:38m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 475905608 | Bytes Rx: 41617293 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5554 | Audit Session ID: 0a96cf69015b20005edf2a83 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5554 | Audit Session ID: 0a96cf69015b20005edf2a83 | Security Group Tag: none | EasyVPN: 0 ||
Username: anil.verma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.98 | Public IP: 106.193.216.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:03 IST Tue Jun 9 2020 | Duration: 0h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 22050938 | Bytes Rx: 12367111 | IP Addr: 10.150.244.98 | Public IP: 106.193.216.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:03 IST Tue Jun 9 2020 | Duration: 0h:38m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 22050938 | Bytes Rx: 12367111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5555 | Audit Session ID: 0a96cf69015b30005edf2a8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 5555 | Audit Session ID: 0a96cf69015b30005edf2a8b | Security Group Tag: none | EasyVPN: 0 ||
Username: Sridhar.Y | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.27 | Public IP: 1.22.98.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:14 IST Tue Jun 9 2020 | Duration: 0h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 125144286 | Bytes Rx: 19484450 | IP Addr: 10.150.236.27 | Public IP: 1.22.98.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:14 IST Tue Jun 9 2020 | Duration: 0h:38m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 125144286 | Bytes Rx: 19484450 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5556 | Audit Session ID: 0a96cf69015b40005edf2a96 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5556 | Audit Session ID: 0a96cf69015b40005edf2a96 | Security Group Tag: none | EasyVPN: 0 ||
Username: aashkhan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.99 | Public IP: 106.220.174.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:30 IST Tue Jun 9 2020 | Duration: 0h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 45757549 | Bytes Rx: 27121768 | IP Addr: 10.150.244.99 | Public IP: 106.220.174.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:30 IST Tue Jun 9 2020 | Duration: 0h:37m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 45757549 | Bytes Rx: 27121768 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5557 | Audit Session ID: 0a96cf69015b50005edf2aa6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5557 | Audit Session ID: 0a96cf69015b50005edf2aa6 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashishah | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.101 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:52 IST Tue Jun 9 2020 | Duration: 0h:37m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 11707676 | Bytes Rx: 4518705 | IP Addr: 10.150.244.101 | Public IP: 103.110.255.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:52 IST Tue Jun 9 2020 | Duration: 0h:37m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 11707676 | Bytes Rx: 4518705 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5559 | Audit Session ID: 0a96cf69015b70005edf2abc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5559 | Audit Session ID: 0a96cf69015b70005edf2abc | Security Group Tag: none | EasyVPN: 0 ||
Username: Sanket.karde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.102 | Public IP: 42.106.194.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:58 IST Tue Jun 9 2020 | Duration: 0h:37m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 24059978 | Bytes Rx: 8469287 | IP Addr: 10.150.244.102 | Public IP: 42.106.194.175 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:58 IST Tue Jun 9 2020 | Duration: 0h:37m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 24059978 | Bytes Rx: 8469287 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5560 | Audit Session ID: 0a96cf69015b80005edf2ac2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5560 | Audit Session ID: 0a96cf69015b80005edf2ac2 | Security Group Tag: none | EasyVPN: 0 ||
Username: LChandan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.238 | Public IP: 45.250.225.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:15 IST Tue Jun 9 2020 | Duration: 0h:36m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 10834579 | Bytes Rx: 1463910 | IP Addr: 10.150.236.238 | Public IP: 45.250.225.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:54:15 IST Tue Jun 9 2020 | Duration: 0h:36m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 10834579 | Bytes Rx: 1463910 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5562 | Audit Session ID: 0a96cf69015ba0005edf2b0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 5562 | Audit Session ID: 0a96cf69015ba0005edf2b0f | Security Group Tag: none | EasyVPN: 0 ||
Username: mnazumud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.219 | Public IP: 61.1.225.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:56:33 IST Tue Jun 9 2020 | Duration: 0h:33m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 8642468 | Bytes Rx: 6573547 | IP Addr: 10.150.237.219 | Public IP: 61.1.225.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:56:33 IST Tue Jun 9 2020 | Duration: 0h:33m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 8642468 | Bytes Rx: 6573547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5563 | Audit Session ID: 0a96cf69015bb0005edf2b99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5563 | Audit Session ID: 0a96cf69015bb0005edf2b99 | Security Group Tag: none | EasyVPN: 0 ||
Username: scshinde | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.207 | Public IP: 106.210.212.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:57:01 IST Tue Jun 9 2020 | Duration: 0h:33m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 33071680 | Bytes Rx: 5893276 | IP Addr: 10.150.236.207 | Public IP: 106.210.212.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:57:01 IST Tue Jun 9 2020 | Duration: 0h:33m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 33071680 | Bytes Rx: 5893276 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5566 | Audit Session ID: 0a96cf69015be0005edf2bb5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5566 | Audit Session ID: 0a96cf69015be0005edf2bb5 | Security Group Tag: none | EasyVPN: 0 ||
Username: AlkaShar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC4 | IP Addr: 10.150.245.13 | Public IP: 103.203.64.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:57:59 IST Tue Jun 9 2020 | Duration: 0h:32m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 91550948 | Bytes Rx: 42811911 | IP Addr: 10.150.245.13 | Public IP: 103.203.64.239 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:57:59 IST Tue Jun 9 2020 | Duration: 0h:32m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 91550948 | Bytes Rx: 42811911 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5568 | Audit Session ID: 0a96cf69015c00005edf2bef | Security Group Tag: none | EasyVPN: 0 |Session ID: 5568 | Audit Session ID: 0a96cf69015c00005edf2bef | Security Group Tag: none | EasyVPN: 0 ||
Username: Dineshch | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.47 | Public IP: 106.210.206.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:58:26 IST Tue Jun 9 2020 | Duration: 0h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 44966796 | Bytes Rx: 4179038 | IP Addr: 10.150.244.47 | Public IP: 106.210.206.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:58:26 IST Tue Jun 9 2020 | Duration: 0h:31m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 44966796 | Bytes Rx: 4179038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5569 | Audit Session ID: 0a96cf69015c10005edf2c0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 5569 | Audit Session ID: 0a96cf69015c10005edf2c0a | Security Group Tag: none | EasyVPN: 0 ||
Username: abkasar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.237 | Public IP: 49.35.15.166 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:58:52 IST Tue Jun 9 2020 | Duration: 0h:31m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 55789755 | Bytes Rx: 10873546 | IP Addr: 10.150.244.237 | Public IP: 49.35.15.166 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:58:52 IST Tue Jun 9 2020 | Duration: 0h:31m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 55789755 | Bytes Rx: 10873546 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5571 | Audit Session ID: 0a96cf69015c30005edf2c24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5571 | Audit Session ID: 0a96cf69015c30005edf2c24 | Security Group Tag: none | EasyVPN: 0 ||
