sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 ||
Username: pbehera | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.119 | Public IP: 183.82.156.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:12:45 IST Thu Jun 25 2020 | Duration: 2h:47m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 97340123 | Bytes Rx: 30337065 | IP Addr: 10.149.241.119 | Public IP: 183.82.156.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:12:45 IST Thu Jun 25 2020 | Duration: 2h:47m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 97340123 | Bytes Rx: 30337065 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173704 | Audit Session ID: 0a95072a2a6880005ef47195 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173704 | Audit Session ID: 0a95072a2a6880005ef47195 | Security Group Tag: none | EasyVPN: 0 ||
Username: wraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.172 | Public IP: 115.97.11.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:27 IST Thu Jun 25 2020 | Duration: 2h:44m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 401279080 | Bytes Rx: 217305877 | IP Addr: 10.149.232.172 | Public IP: 115.97.11.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:27 IST Thu Jun 25 2020 | Duration: 2h:44m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 401279080 | Bytes Rx: 217305877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173711 | Audit Session ID: 0a95072a2a68f0005ef47237 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173711 | Audit Session ID: 0a95072a2a68f0005ef47237 | Security Group Tag: none | EasyVPN: 0 ||
Username: ppotty | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.136 | Public IP: 103.85.207.87 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 15:16:22 IST Thu Jun 25 2020 | Duration: 2h:44m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 78963250 | Bytes Rx: 74263293 | IP Addr: 10.149.233.136 | Public IP: 103.85.207.87 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 15:16:22 IST Thu Jun 25 2020 | Duration: 2h:44m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 78963250 | Bytes Rx: 74263293 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173714 | Audit Session ID: 0a95072a2a6920005ef4726e | Security Group Tag: none | EasyVPN: 0 |Session ID: 173714 | Audit Session ID: 0a95072a2a6920005ef4726e | Security Group Tag: none | EasyVPN: 0 ||
Username: FKazi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.242 | Public IP: 49.35.215.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:56 IST Thu Jun 25 2020 | Duration: 2h:43m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 289981990 | Bytes Rx: 42474005 | IP Addr: 10.149.232.242 | Public IP: 49.35.215.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:16:56 IST Thu Jun 25 2020 | Duration: 2h:43m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 289981990 | Bytes Rx: 42474005 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173715 | Audit Session ID: 0a95072a2a6930005ef47290 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173715 | Audit Session ID: 0a95072a2a6930005ef47290 | Security Group Tag: none | EasyVPN: 0 ||
Username: anujoshi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.252 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:18:29 IST Thu Jun 25 2020 | Duration: 2h:41m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 322078598 | Bytes Rx: 85194235 | IP Addr: 10.149.233.252 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:18:29 IST Thu Jun 25 2020 | Duration: 2h:41m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 322078598 | Bytes Rx: 85194235 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173720 | Audit Session ID: 0a95072a2a6980005ef472ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 173720 | Audit Session ID: 0a95072a2a6980005ef472ed | Security Group Tag: none | EasyVPN: 0 ||
Username: AThallap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.56 | Public IP: 223.230.117.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:20:04 IST Thu Jun 25 2020 | Duration: 2h:40m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 271867551 | Bytes Rx: 125799492 | IP Addr: 10.149.232.56 | Public IP: 223.230.117.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:20:04 IST Thu Jun 25 2020 | Duration: 2h:40m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 271867551 | Bytes Rx: 125799492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173723 | Audit Session ID: 0a95072a2a69b0005ef4734c | Security Group Tag: none | EasyVPN: 0 |Session ID: 173723 | Audit Session ID: 0a95072a2a69b0005ef4734c | Security Group Tag: none | EasyVPN: 0 ||
Username: pwasu | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.63 | Public IP: 112.133.251.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:20:35 IST Thu Jun 25 2020 | Duration: 2h:39m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 193701208 | Bytes Rx: 44502053 | IP Addr: 10.149.233.63 | Public IP: 112.133.251.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:20:35 IST Thu Jun 25 2020 | Duration: 2h:39m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 193701208 | Bytes Rx: 44502053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173724 | Audit Session ID: 0a95072a2a69c0005ef4736b | Security Group Tag: none | EasyVPN: 0 |Session ID: 173724 | Audit Session ID: 0a95072a2a69c0005ef4736b | Security Group Tag: none | EasyVPN: 0 ||
Username: sarnaidu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.16 | Public IP: 115.99.85.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:12 IST Thu Jun 25 2020 | Duration: 2h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 50255938 | Bytes Rx: 99165915 | IP Addr: 10.149.232.16 | Public IP: 115.99.85.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:12 IST Thu Jun 25 2020 | Duration: 2h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 50255938 | Bytes Rx: 99165915 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173726 | Audit Session ID: 0a95072a2a69e0005ef47390 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173726 | Audit Session ID: 0a95072a2a69e0005ef47390 | Security Group Tag: none | EasyVPN: 0 ||
Username: TaniaDey | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.236 | Public IP: 182.66.133.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:37 IST Thu Jun 25 2020 | Duration: 2h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 62042807 | Bytes Rx: 63298839 | IP Addr: 10.149.241.236 | Public IP: 182.66.133.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:21:37 IST Thu Jun 25 2020 | Duration: 2h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 62042807 | Bytes Rx: 63298839 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173727 | Audit Session ID: 0a95072a2a69f0005ef473a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173727 | Audit Session ID: 0a95072a2a69f0005ef473a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: arjun.jinachandran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.83 | Public IP: 103.147.209.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:01 IST Thu Jun 25 2020 | Duration: 2h:36m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 396420365 | Bytes Rx: 65096164 | IP Addr: 10.149.232.83 | Public IP: 103.147.209.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:01 IST Thu Jun 25 2020 | Duration: 2h:36m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 396420365 | Bytes Rx: 65096164 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173731 | Audit Session ID: 0a95072a2a6a30005ef47439 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173731 | Audit Session ID: 0a95072a2a6a30005ef47439 | Security Group Tag: none | EasyVPN: 0 ||
Username: dravicha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.98 | Public IP: 106.208.82.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:24 IST Thu Jun 25 2020 | Duration: 2h:36m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 71657520 | Bytes Rx: 49892111 | IP Addr: 10.149.232.98 | Public IP: 106.208.82.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:24 IST Thu Jun 25 2020 | Duration: 2h:36m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 71657520 | Bytes Rx: 49892111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173732 | Audit Session ID: 0a95072a2a6a40005ef47450 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173732 | Audit Session ID: 0a95072a2a6a40005ef47450 | Security Group Tag: none | EasyVPN: 0 ||
Username: renganas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:38 IST Thu Jun 25 2020 | Duration: 2h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 29744172 | Bytes Rx: 75042884 | IP Addr: 10.149.233.232 | Public IP: 110.172.187.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:38 IST Thu Jun 25 2020 | Duration: 2h:35m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 29744172 | Bytes Rx: 75042884 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173733 | Audit Session ID: 0a95072a2a6a50005ef4745e | Security Group Tag: none | EasyVPN: 0 |Session ID: 173733 | Audit Session ID: 0a95072a2a6a50005ef4745e | Security Group Tag: none | EasyVPN: 0 ||
Username: mdkadam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.75 | Public IP: 223.189.39.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:58 IST Thu Jun 25 2020 | Duration: 2h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 166128213 | Bytes Rx: 31364954 | IP Addr: 10.149.232.75 | Public IP: 223.189.39.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:24:58 IST Thu Jun 25 2020 | Duration: 2h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 166128213 | Bytes Rx: 31364954 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173735 | Audit Session ID: 0a95072a2a6a70005ef47472 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173735 | Audit Session ID: 0a95072a2a6a70005ef47472 | Security Group Tag: none | EasyVPN: 0 ||
Username: DivMurug | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.42 | Public IP: 157.50.87.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:25:36 IST Thu Jun 25 2020 | Duration: 2h:34m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 8694954 | Bytes Rx: 6596042 | IP Addr: 10.149.232.42 | Public IP: 157.50.87.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:25:36 IST Thu Jun 25 2020 | Duration: 2h:34m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 8694954 | Bytes Rx: 6596042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173736 | Audit Session ID: 0a95072a2a6a80005ef47498 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173736 | Audit Session ID: 0a95072a2a6a80005ef47498 | Security Group Tag: none | EasyVPN: 0 ||
Username: Savanya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.246 | Public IP: 202.91.67.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:26:35 IST Thu Jun 25 2020 | Duration: 2h:33m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 64194350 | Bytes Rx: 25599643 | IP Addr: 10.149.232.246 | Public IP: 202.91.67.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:26:35 IST Thu Jun 25 2020 | Duration: 2h:33m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 64194350 | Bytes Rx: 25599643 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173737 | Audit Session ID: 0a95072a2a6a90005ef474d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173737 | Audit Session ID: 0a95072a2a6a90005ef474d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: manreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 157.47.84.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:26:44 IST Thu Jun 25 2020 | Duration: 2h:33m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 129209055 | Bytes Rx: 34267919 | IP Addr: 10.149.232.233 | Public IP: 157.47.84.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:26:44 IST Thu Jun 25 2020 | Duration: 2h:33m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 129209055 | Bytes Rx: 34267919 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173740 | Audit Session ID: 0a95072a2a6ac0005ef474dc | Security Group Tag: none | EasyVPN: 0 |Session ID: 173740 | Audit Session ID: 0a95072a2a6ac0005ef474dc | Security Group Tag: none | EasyVPN: 0 ||
Username: ganemuth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 27.62.17.72 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 15:28:37 IST Thu Jun 25 2020 | Duration: 2h:31m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 84771209 | Bytes Rx: 102288322 | IP Addr: 10.149.233.198 | Public IP: 27.62.17.72 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 15:28:37 IST Thu Jun 25 2020 | Duration: 2h:31m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 84771209 | Bytes Rx: 102288322 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173744 | Audit Session ID: 0a95072a2a6b00005ef4754d | Security Group Tag: none | EasyVPN: 0 |Session ID: 173744 | Audit Session ID: 0a95072a2a6b00005ef4754d | Security Group Tag: none | EasyVPN: 0 ||
Username: k.mariappan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.225 | Public IP: 27.62.83.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:49 IST Thu Jun 25 2020 | Duration: 2h:31m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 340418133 | Bytes Rx: 60983733 | IP Addr: 10.149.232.225 | Public IP: 27.62.83.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:49 IST Thu Jun 25 2020 | Duration: 2h:31m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 340418133 | Bytes Rx: 60983733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173745 | Audit Session ID: 0a95072a2a6b10005ef47559 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173745 | Audit Session ID: 0a95072a2a6b10005ef47559 | Security Group Tag: none | EasyVPN: 0 ||
Username: tseelam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.96 | Public IP: 223.227.111.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:29:01 IST Thu Jun 25 2020 | Duration: 2h:31m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 85752490 | Bytes Rx: 35870297 | IP Addr: 10.149.241.96 | Public IP: 223.227.111.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:29:01 IST Thu Jun 25 2020 | Duration: 2h:31m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 85752490 | Bytes Rx: 35870297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173746 | Audit Session ID: 0a95072a2a6b20005ef47565 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173746 | Audit Session ID: 0a95072a2a6b20005ef47565 | Security Group Tag: none | EasyVPN: 0 ||
Username: mbagade | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.241.144 | Public IP: 43.242.228.52 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 15:29:20 IST Thu Jun 25 2020 | Duration: 2h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 163976823 | Bytes Rx: 124962152 | IP Addr: 10.149.241.144 | Public IP: 43.242.228.52 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 15:29:20 IST Thu Jun 25 2020 | Duration: 2h:31m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 163976823 | Bytes Rx: 124962152 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173749 | Audit Session ID: 0a95072a2a6b50005ef47578 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173749 | Audit Session ID: 0a95072a2a6b50005ef47578 | Security Group Tag: none | EasyVPN: 0 ||
