sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smaniyan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 ||
Username: SAndrew | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.51 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:24 IST Fri Jun 12 2020 | Duration: 0h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 8542613 | Bytes Rx: 2381363 | IP Addr: 10.149.232.51 | Public IP: 106.208.41.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:24 IST Fri Jun 12 2020 | Duration: 0h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 8542613 | Bytes Rx: 2381363 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148262 | Audit Session ID: 0a95072a243260005ee30ef4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148262 | Audit Session ID: 0a95072a243260005ee30ef4 | Security Group Tag: none | EasyVPN: 0 ||
Username: fatshaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.53 | Public IP: 157.44.230.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:51 IST Fri Jun 12 2020 | Duration: 0h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 9943922 | Bytes Rx: 2332414 | IP Addr: 10.149.232.53 | Public IP: 157.44.230.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:51 IST Fri Jun 12 2020 | Duration: 0h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 9943922 | Bytes Rx: 2332414 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148263 | Audit Session ID: 0a95072a243270005ee30f0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 148263 | Audit Session ID: 0a95072a243270005ee30f0f | Security Group Tag: none | EasyVPN: 0 ||
Username: Amitbhoi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.11 | Public IP: 49.35.23.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:53 IST Fri Jun 12 2020 | Duration: 0h:20m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 513164264 | Bytes Rx: 14306814 | IP Addr: 10.149.232.11 | Public IP: 49.35.23.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:53 IST Fri Jun 12 2020 | Duration: 0h:20m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 513164264 | Bytes Rx: 14306814 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148264 | Audit Session ID: 0a95072a243280005ee30f11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148264 | Audit Session ID: 0a95072a243280005ee30f11 | Security Group Tag: none | EasyVPN: 0 ||
Username: jibinj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 103.38.12.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:00 IST Fri Jun 12 2020 | Duration: 0h:20m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 292418404 | Bytes Rx: 31193846 | IP Addr: 10.149.232.54 | Public IP: 103.38.12.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:00 IST Fri Jun 12 2020 | Duration: 0h:20m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 292418404 | Bytes Rx: 31193846 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148266 | Audit Session ID: 0a95072a2432a0005ee30f18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148266 | Audit Session ID: 0a95072a2432a0005ee30f18 | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.57 | Public IP: 122.163.169.138 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:44:05 IST Fri Jun 12 2020 | Duration: 0h:19m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 23152811 | Bytes Rx: 5952302 | IP Addr: 10.149.232.57 | Public IP: 122.163.169.138 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:44:05 IST Fri Jun 12 2020 | Duration: 0h:19m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 23152811 | Bytes Rx: 5952302 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148267 | Audit Session ID: 0a95072a2432b0005ee30f1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 148267 | Audit Session ID: 0a95072a2432b0005ee30f1d | Security Group Tag: none | EasyVPN: 0 ||
Username: gdhamodh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 49.207.131.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:25 IST Fri Jun 12 2020 | Duration: 0h:19m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 29000153 | Bytes Rx: 2698545 | IP Addr: 10.149.232.64 | Public IP: 49.207.131.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:25 IST Fri Jun 12 2020 | Duration: 0h:19m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 29000153 | Bytes Rx: 2698545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148268 | Audit Session ID: 0a95072a2432c0005ee30f31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148268 | Audit Session ID: 0a95072a2432c0005ee30f31 | Security Group Tag: none | EasyVPN: 0 ||
Username: nikitcha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.68 | Public IP: 49.36.2.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:30 IST Fri Jun 12 2020 | Duration: 0h:19m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 27161544 | Bytes Rx: 5127231 | IP Addr: 10.149.232.68 | Public IP: 49.36.2.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:30 IST Fri Jun 12 2020 | Duration: 0h:19m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 27161544 | Bytes Rx: 5127231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148269 | Audit Session ID: 0a95072a2432d0005ee30f36 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148269 | Audit Session ID: 0a95072a2432d0005ee30f36 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajagopn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.65 | Public IP: 223.228.184.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:31 IST Fri Jun 12 2020 | Duration: 0h:19m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 45685955 | Bytes Rx: 5549526 | IP Addr: 10.149.232.65 | Public IP: 223.228.184.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:31 IST Fri Jun 12 2020 | Duration: 0h:19m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 45685955 | Bytes Rx: 5549526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148270 | Audit Session ID: 0a95072a2432e0005ee30f37 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148270 | Audit Session ID: 0a95072a2432e0005ee30f37 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.71 | Public IP: 27.5.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Fri Jun 12 2020 | Duration: 0h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 18014882 | Bytes Rx: 10289325 | IP Addr: 10.149.232.71 | Public IP: 27.5.170.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Fri Jun 12 2020 | Duration: 0h:19m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 18014882 | Bytes Rx: 10289325 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148271 | Audit Session ID: 0a95072a2432f0005ee30f48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148271 | Audit Session ID: 0a95072a2432f0005ee30f48 | Security Group Tag: none | EasyVPN: 0 ||
Username: susubash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.72 | Public IP: 42.111.151.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:50 IST Fri Jun 12 2020 | Duration: 0h:19m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 77688926 | Bytes Rx: 27669343 | IP Addr: 10.149.232.72 | Public IP: 42.111.151.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:50 IST Fri Jun 12 2020 | Duration: 0h:19m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 77688926 | Bytes Rx: 27669343 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148272 | Audit Session ID: 0a95072a243300005ee30f4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148272 | Audit Session ID: 0a95072a243300005ee30f4a | Security Group Tag: none | EasyVPN: 0 ||
Username: spurusot | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.84 | Public IP: 117.211.34.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Fri Jun 12 2020 | Duration: 0h:19m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 19985946 | Bytes Rx: 5119802 | IP Addr: 10.149.232.84 | Public IP: 117.211.34.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Fri Jun 12 2020 | Duration: 0h:19m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 19985946 | Bytes Rx: 5119802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148273 | Audit Session ID: 0a95072a243310005ee30f50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148273 | Audit Session ID: 0a95072a243310005ee30f50 | Security Group Tag: none | EasyVPN: 0 ||
Username: pthangar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.75 | Public IP: 157.50.247.69 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:44:58 IST Fri Jun 12 2020 | Duration: 0h:19m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 21471177 | Bytes Rx: 5711178 | IP Addr: 10.149.232.75 | Public IP: 157.50.247.69 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:44:58 IST Fri Jun 12 2020 | Duration: 0h:19m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 21471177 | Bytes Rx: 5711178 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148274 | Audit Session ID: 0a95072a243320005ee30f52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148274 | Audit Session ID: 0a95072a243320005ee30f52 | Security Group Tag: none | EasyVPN: 0 ||
Username: sydhic.mp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.88 | Public IP: 157.46.221.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:05 IST Fri Jun 12 2020 | Duration: 0h:18m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 11275658 | Bytes Rx: 2689944 | IP Addr: 10.149.232.88 | Public IP: 157.46.221.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:05 IST Fri Jun 12 2020 | Duration: 0h:18m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 11275658 | Bytes Rx: 2689944 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148275 | Audit Session ID: 0a95072a243330005ee30f59 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148275 | Audit Session ID: 0a95072a243330005ee30f59 | Security Group Tag: none | EasyVPN: 0 ||
Username: susoni | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.92 | Public IP: 157.39.62.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:11 IST Fri Jun 12 2020 | Duration: 0h:18m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 24312255 | Bytes Rx: 4359031 | IP Addr: 10.149.232.92 | Public IP: 157.39.62.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:11 IST Fri Jun 12 2020 | Duration: 0h:18m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 24312255 | Bytes Rx: 4359031 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148276 | Audit Session ID: 0a95072a243340005ee30f5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 148276 | Audit Session ID: 0a95072a243340005ee30f5f | Security Group Tag: none | EasyVPN: 0 ||
Username: vinsunda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.227 | Public IP: 49.207.143.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:15 IST Fri Jun 12 2020 | Duration: 0h:18m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 7686234 | Bytes Rx: 2593997 | IP Addr: 10.149.232.227 | Public IP: 49.207.143.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:15 IST Fri Jun 12 2020 | Duration: 0h:18m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 7686234 | Bytes Rx: 2593997 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148277 | Audit Session ID: 0a95072a243350005ee30f63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148277 | Audit Session ID: 0a95072a243350005ee30f63 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bvelayut | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.94 | Public IP: 49.207.143.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:22 IST Fri Jun 12 2020 | Duration: 0h:18m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 21567726 | Bytes Rx: 3633077 | IP Addr: 10.149.232.94 | Public IP: 49.207.143.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:22 IST Fri Jun 12 2020 | Duration: 0h:18m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 21567726 | Bytes Rx: 3633077 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148278 | Audit Session ID: 0a95072a243360005ee30f6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148278 | Audit Session ID: 0a95072a243360005ee30f6a | Security Group Tag: none | EasyVPN: 0 ||
Username: bdevados | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.189 | Public IP: 117.213.87.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:23 IST Fri Jun 12 2020 | Duration: 0h:18m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 79358242 | Bytes Rx: 13954004 | IP Addr: 10.149.232.189 | Public IP: 117.213.87.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:23 IST Fri Jun 12 2020 | Duration: 0h:18m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 79358242 | Bytes Rx: 13954004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148279 | Audit Session ID: 0a95072a243370005ee30f6b | Security Group Tag: none | EasyVPN: 0 |Session ID: 148279 | Audit Session ID: 0a95072a243370005ee30f6b | Security Group Tag: none | EasyVPN: 0 ||
Username: vidhyab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.225 | Public IP: 183.87.52.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:33 IST Fri Jun 12 2020 | Duration: 0h:18m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 29440325 | Bytes Rx: 10069328 | IP Addr: 10.149.232.225 | Public IP: 183.87.52.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:33 IST Fri Jun 12 2020 | Duration: 0h:18m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 29440325 | Bytes Rx: 10069328 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148280 | Audit Session ID: 0a95072a243380005ee30f75 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148280 | Audit Session ID: 0a95072a243380005ee30f75 | Security Group Tag: none | EasyVPN: 0 ||
Username: pbehera | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.226 | Public IP: 115.97.47.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:47 IST Fri Jun 12 2020 | Duration: 0h:18m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 7606541 | Bytes Rx: 1799344 | IP Addr: 10.149.232.226 | Public IP: 115.97.47.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:47 IST Fri Jun 12 2020 | Duration: 0h:18m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 7606541 | Bytes Rx: 1799344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148281 | Audit Session ID: 0a95072a243390005ee30f83 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148281 | Audit Session ID: 0a95072a243390005ee30f83 | Security Group Tag: none | EasyVPN: 0 ||
Username: mpanchap | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.56 | Public IP: 106.51.233.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:17 IST Fri Jun 12 2020 | Duration: 0h:17m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 26805489 | Bytes Rx: 769346064 | IP Addr: 10.149.232.56 | Public IP: 106.51.233.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:17 IST Fri Jun 12 2020 | Duration: 0h:17m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 26805489 | Bytes Rx: 769346064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148282 | Audit Session ID: 0a95072a2433a0005ee30fa1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148282 | Audit Session ID: 0a95072a2433a0005ee30fa1 | Security Group Tag: none | EasyVPN: 0 ||
