sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjks | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.102 | Public IP: 42.108.244.57 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:48:42 IST Tue Jun 9 2020 | Duration: 0h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 16637573 | Bytes Rx: 4336566 | IP Addr: 10.150.237.102 | Public IP: 42.108.244.57 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:48:42 IST Tue Jun 9 2020 | Duration: 0h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 16637573 | Bytes Rx: 4336566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4813 | Audit Session ID: 0a96cf69012cd0005edf0da2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4813 | Audit Session ID: 0a96cf69012cd0005edf0da2 | Security Group Tag: none | EasyVPN: 0 ||
Username: khajahme | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.67 | Public IP: 49.248.231.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:54 IST Tue Jun 9 2020 | Duration: 0h:11m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 14181651 | Bytes Rx: 4320889 | IP Addr: 10.150.237.67 | Public IP: 49.248.231.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:54 IST Tue Jun 9 2020 | Duration: 0h:11m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 14181651 | Bytes Rx: 4320889 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4815 | Audit Session ID: 0a96cf69012cf0005edf0dae | Security Group Tag: none | EasyVPN: 0 |Session ID: 4815 | Audit Session ID: 0a96cf69012cf0005edf0dae | Security Group Tag: none | EasyVPN: 0 ||
Username: kumarran | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.79 | Public IP: 47.9.205.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:00 IST Tue Jun 9 2020 | Duration: 0h:11m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 29109438 | Bytes Rx: 2698429 | IP Addr: 10.150.236.79 | Public IP: 47.9.205.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:00 IST Tue Jun 9 2020 | Duration: 0h:11m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 29109438 | Bytes Rx: 2698429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4817 | Audit Session ID: 0a96cf69012d10005edf0db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4817 | Audit Session ID: 0a96cf69012d10005edf0db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: shrpatil | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.104 | Public IP: 106.220.149.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:32 IST Tue Jun 9 2020 | Duration: 0h:10m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 16806576 | Bytes Rx: 2630805 | IP Addr: 10.150.237.104 | Public IP: 106.220.149.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:32 IST Tue Jun 9 2020 | Duration: 0h:10m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 16806576 | Bytes Rx: 2630805 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4819 | Audit Session ID: 0a96cf69012d30005edf0dd4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4819 | Audit Session ID: 0a96cf69012d30005edf0dd4 | Security Group Tag: none | EasyVPN: 0 ||
Username: dhinkuma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.105 | Public IP: 210.18.153.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:38 IST Tue Jun 9 2020 | Duration: 0h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3727107 | Bytes Rx: 1536767 | IP Addr: 10.150.237.105 | Public IP: 210.18.153.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:38 IST Tue Jun 9 2020 | Duration: 0h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3727107 | Bytes Rx: 1536767 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4820 | Audit Session ID: 0a96cf69012d40005edf0dda | Security Group Tag: none | EasyVPN: 0 |Session ID: 4820 | Audit Session ID: 0a96cf69012d40005edf0dda | Security Group Tag: none | EasyVPN: 0 ||
Username: bhagwanp | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.94 | Public IP: 106.193.96.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:53 IST Tue Jun 9 2020 | Duration: 0h:09m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 69011979 | Bytes Rx: 6724111 | IP Addr: 10.150.236.94 | Public IP: 106.193.96.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:53 IST Tue Jun 9 2020 | Duration: 0h:09m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 69011979 | Bytes Rx: 6724111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4822 | Audit Session ID: 0a96cf69012d60005edf0e25 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4822 | Audit Session ID: 0a96cf69012d60005edf0e25 | Security Group Tag: none | EasyVPN: 0 ||
Username: jypakala | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.113 | Public IP: 157.44.208.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:57 IST Tue Jun 9 2020 | Duration: 0h:09m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3538711 | Bytes Rx: 1984101 | IP Addr: 10.150.236.113 | Public IP: 157.44.208.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:57 IST Tue Jun 9 2020 | Duration: 0h:09m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3538711 | Bytes Rx: 1984101 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4823 | Audit Session ID: 0a96cf69012d70005edf0e29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4823 | Audit Session ID: 0a96cf69012d70005edf0e29 | Security Group Tag: none | EasyVPN: 0 ||
Username: ravindra.raju | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.103 | Public IP: 122.179.154.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:20 IST Tue Jun 9 2020 | Duration: 0h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5287072 | Bytes Rx: 5801468 | IP Addr: 10.150.237.103 | Public IP: 122.179.154.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:20 IST Tue Jun 9 2020 | Duration: 0h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 5287072 | Bytes Rx: 5801468 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4826 | Audit Session ID: 0a96cf69012da0005edf0e40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4826 | Audit Session ID: 0a96cf69012da0005edf0e40 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashwini.gaikwad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.106 | Public IP: 106.193.232.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:21 IST Tue Jun 9 2020 | Duration: 0h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 582818 | Bytes Rx: 326665 | IP Addr: 10.150.237.106 | Public IP: 106.193.232.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:21 IST Tue Jun 9 2020 | Duration: 0h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 582818 | Bytes Rx: 326665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4827 | Audit Session ID: 0a96cf69012db0005edf0e41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4827 | Audit Session ID: 0a96cf69012db0005edf0e41 | Security Group Tag: none | EasyVPN: 0 ||
Username: jopjohny | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.107 | Public IP: 137.97.148.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:21 IST Tue Jun 9 2020 | Duration: 0h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 33391327 | Bytes Rx: 6897470 | IP Addr: 10.150.237.107 | Public IP: 137.97.148.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:21 IST Tue Jun 9 2020 | Duration: 0h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 33391327 | Bytes Rx: 6897470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4828 | Audit Session ID: 0a96cf69012dc0005edf0e41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4828 | Audit Session ID: 0a96cf69012dc0005edf0e41 | Security Group Tag: none | EasyVPN: 0 ||
Username: sonanand | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.23 | Public IP: 45.118.157.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:22 IST Tue Jun 9 2020 | Duration: 0h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1486390 | Bytes Rx: 766846 | IP Addr: 10.150.236.23 | Public IP: 45.118.157.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:22 IST Tue Jun 9 2020 | Duration: 0h:09m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 1486390 | Bytes Rx: 766846 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4829 | Audit Session ID: 0a96cf69012dd0005edf0e42 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4829 | Audit Session ID: 0a96cf69012dd0005edf0e42 | Security Group Tag: none | EasyVPN: 0 ||
Username: donkisho | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.21 | Public IP: 171.49.236.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:32 IST Tue Jun 9 2020 | Duration: 0h:08m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 9030047 | Bytes Rx: 7014911 | IP Addr: 10.150.236.21 | Public IP: 171.49.236.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:32 IST Tue Jun 9 2020 | Duration: 0h:08m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 9030047 | Bytes Rx: 7014911 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4830 | Audit Session ID: 0a96cf69012de0005edf0e4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4830 | Audit Session ID: 0a96cf69012de0005edf0e4c | Security Group Tag: none | EasyVPN: 0 ||
Username: rimondal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.142 | Public IP: 47.15.140.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:42 IST Tue Jun 9 2020 | Duration: 0h:08m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 7135305 | Bytes Rx: 2752839 | IP Addr: 10.150.236.142 | Public IP: 47.15.140.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:42 IST Tue Jun 9 2020 | Duration: 0h:08m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 7135305 | Bytes Rx: 2752839 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4831 | Audit Session ID: 0a96cf69012df0005edf0e56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4831 | Audit Session ID: 0a96cf69012df0005edf0e56 | Security Group Tag: none | EasyVPN: 0 ||
Username: amrutal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.77 | Public IP: 106.77.8.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:45 IST Tue Jun 9 2020 | Duration: 0h:08m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9924031 | Bytes Rx: 5439244 | IP Addr: 10.150.237.77 | Public IP: 106.77.8.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:45 IST Tue Jun 9 2020 | Duration: 0h:08m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9924031 | Bytes Rx: 5439244 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4832 | Audit Session ID: 0a96cf69012e00005edf0e59 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4832 | Audit Session ID: 0a96cf69012e00005edf0e59 | Security Group Tag: none | EasyVPN: 0 ||
Username: mghaneka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.110 | Public IP: 116.75.137.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:46 IST Tue Jun 9 2020 | Duration: 0h:08m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 7934533 | Bytes Rx: 36678026 | IP Addr: 10.150.237.110 | Public IP: 116.75.137.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:46 IST Tue Jun 9 2020 | Duration: 0h:08m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 7934533 | Bytes Rx: 36678026 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4833 | Audit Session ID: 0a96cf69012e10005edf0e5a | Security Group Tag: none | EasyVPN: 0 |Session ID: 4833 | Audit Session ID: 0a96cf69012e10005edf0e5a | Security Group Tag: none | EasyVPN: 0 ||
Username: ShalGhag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.109 | Public IP: 223.178.144.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:48 IST Tue Jun 9 2020 | Duration: 0h:08m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 3638542 | Bytes Rx: 2008749 | IP Addr: 10.150.237.109 | Public IP: 223.178.144.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:48 IST Tue Jun 9 2020 | Duration: 0h:08m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 3638542 | Bytes Rx: 2008749 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4834 | Audit Session ID: 0a96cf69012e20005edf0e5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4834 | Audit Session ID: 0a96cf69012e20005edf0e5c | Security Group Tag: none | EasyVPN: 0 ||
Username: kkapadni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.112 | Public IP: 103.79.101.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:53 IST Tue Jun 9 2020 | Duration: 0h:08m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 458725135 | Bytes Rx: 9974592 | IP Addr: 10.150.237.112 | Public IP: 103.79.101.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:53 IST Tue Jun 9 2020 | Duration: 0h:08m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 458725135 | Bytes Rx: 9974592 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4835 | Audit Session ID: 0a96cf69012e30005edf0e61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4835 | Audit Session ID: 0a96cf69012e30005edf0e61 | Security Group Tag: none | EasyVPN: 0 ||
Username: prmishra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.111 | Public IP: 103.67.16.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:53 IST Tue Jun 9 2020 | Duration: 0h:08m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 6832153 | Bytes Rx: 1710670 | IP Addr: 10.150.237.111 | Public IP: 103.67.16.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:53 IST Tue Jun 9 2020 | Duration: 0h:08m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 6832153 | Bytes Rx: 1710670 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4836 | Audit Session ID: 0a96cf69012e40005edf0e61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4836 | Audit Session ID: 0a96cf69012e40005edf0e61 | Security Group Tag: none | EasyVPN: 0 ||
Username: sdongare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.113 | Public IP: 106.220.220.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:56 IST Tue Jun 9 2020 | Duration: 0h:08m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 17469291 | Bytes Rx: 6236831 | IP Addr: 10.150.237.113 | Public IP: 106.220.220.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:56 IST Tue Jun 9 2020 | Duration: 0h:08m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 17469291 | Bytes Rx: 6236831 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4837 | Audit Session ID: 0a96cf69012e50005edf0e64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4837 | Audit Session ID: 0a96cf69012e50005edf0e64 | Security Group Tag: none | EasyVPN: 0 ||
Username: aafukate | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC21 | IP Addr: 10.150.245.30 | Public IP: 103.112.35.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:01 IST Tue Jun 9 2020 | Duration: 0h:08m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2542534 | Bytes Rx: 1868074 | IP Addr: 10.150.245.30 | Public IP: 103.112.35.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:01 IST Tue Jun 9 2020 | Duration: 0h:08m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 2542534 | Bytes Rx: 1868074 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4839 | Audit Session ID: 0a96cf69012e70005edf0e69 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4839 | Audit Session ID: 0a96cf69012e70005edf0e69 | Security Group Tag: none | EasyVPN: 0 ||
