sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssdpawar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.61 | Public IP: 157.47.31.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:07:35 IST Thu Jun 11 2020 | Duration: 0h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 74899712 | Bytes Rx: 15974219 | IP Addr: 10.149.233.61 | Public IP: 157.47.31.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:07:35 IST Thu Jun 11 2020 | Duration: 0h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 74899712 | Bytes Rx: 15974219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145667 | Audit Session ID: 0a95072a239030005ee198ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 145667 | Audit Session ID: 0a95072a239030005ee198ef | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.62 | Public IP: 122.174.208.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:00 IST Thu Jun 11 2020 | Duration: 0h:22m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 40081632 | Bytes Rx: 15525862 | IP Addr: 10.149.233.62 | Public IP: 122.174.208.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:00 IST Thu Jun 11 2020 | Duration: 0h:22m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 40081632 | Bytes Rx: 15525862 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145668 | Audit Session ID: 0a95072a239040005ee19908 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145668 | Audit Session ID: 0a95072a239040005ee19908 | Security Group Tag: none | EasyVPN: 0 ||
Username: DurvaO | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.63 | Public IP: 157.50.124.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:30 IST Thu Jun 11 2020 | Duration: 0h:21m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 46974515 | Bytes Rx: 21277427 | IP Addr: 10.149.233.63 | Public IP: 157.50.124.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:30 IST Thu Jun 11 2020 | Duration: 0h:21m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 46974515 | Bytes Rx: 21277427 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145669 | Audit Session ID: 0a95072a239050005ee19926 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145669 | Audit Session ID: 0a95072a239050005ee19926 | Security Group Tag: none | EasyVPN: 0 ||
Username: MaMandal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.64 | Public IP: 157.33.173.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:28 IST Thu Jun 11 2020 | Duration: 0h:18m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 4999077 | Bytes Rx: 5110192 | IP Addr: 10.149.233.64 | Public IP: 157.33.173.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:11:28 IST Thu Jun 11 2020 | Duration: 0h:18m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 4999077 | Bytes Rx: 5110192 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145670 | Audit Session ID: 0a95072a239060005ee199d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145670 | Audit Session ID: 0a95072a239060005ee199d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: dbojja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 103.224.152.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:26 IST Thu Jun 11 2020 | Duration: 0h:14m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 303144387 | Bytes Rx: 16097582 | IP Addr: 10.149.233.65 | Public IP: 103.224.152.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:15:26 IST Thu Jun 11 2020 | Duration: 0h:14m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 303144387 | Bytes Rx: 16097582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145671 | Audit Session ID: 0a95072a239070005ee19ac6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145671 | Audit Session ID: 0a95072a239070005ee19ac6 | Security Group Tag: none | EasyVPN: 0 ||
Username: HemaG | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 115.99.9.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:16:26 IST Thu Jun 11 2020 | Duration: 0h:13m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 25581480 | Bytes Rx: 3749007 | IP Addr: 10.149.233.212 | Public IP: 115.99.9.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:16:26 IST Thu Jun 11 2020 | Duration: 0h:13m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 25581480 | Bytes Rx: 3749007 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145672 | Audit Session ID: 0a95072a239080005ee19b02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145672 | Audit Session ID: 0a95072a239080005ee19b02 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjekum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 42.111.160.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:04 IST Thu Jun 11 2020 | Duration: 0h:12m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 71550177 | Bytes Rx: 15584410 | IP Addr: 10.149.233.214 | Public IP: 42.111.160.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:18:04 IST Thu Jun 11 2020 | Duration: 0h:12m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 71550177 | Bytes Rx: 15584410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145675 | Audit Session ID: 0a95072a2390b0005ee19b64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145675 | Audit Session ID: 0a95072a2390b0005ee19b64 | Security Group Tag: none | EasyVPN: 0 ||
Username: sasif | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr:  | Public IP: 106.220.237.159 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:22:49 IST Thu Jun 11 2020 | Duration: 0h:07m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | IP Addr:  | Public IP: 106.220.237.159 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:22:49 IST Thu Jun 11 2020 | Duration: 0h:07m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145676 | Audit Session ID: 0a95072a2390c0005ee19c81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145676 | Audit Session ID: 0a95072a2390c0005ee19c81 | Security Group Tag: none | EasyVPN: 0 ||
Username: unnikms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 103.70.199.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:57 IST Thu Jun 11 2020 | Duration: 0h:04m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7434418 | Bytes Rx: 8894280 | IP Addr: 10.149.232.158 | Public IP: 103.70.199.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:57 IST Thu Jun 11 2020 | Duration: 0h:04m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 7434418 | Bytes Rx: 8894280 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145677 | Audit Session ID: 0a95072a2390d0005ee19d3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145677 | Audit Session ID: 0a95072a2390d0005ee19d3d | Security Group Tag: none | EasyVPN: 0 ||
Username: mukeshbk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 157.49.192.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:29 IST Thu Jun 11 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 13894910 | Bytes Rx: 2271311 | IP Addr: 10.149.232.159 | Public IP: 157.49.192.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:29 IST Thu Jun 11 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 13894910 | Bytes Rx: 2271311 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145678 | Audit Session ID: 0a95072a2390e0005ee19d5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145678 | Audit Session ID: 0a95072a2390e0005ee19d5d | Security Group Tag: none | EasyVPN: 0 ||
Username: schenna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 182.65.56.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:41 IST Thu Jun 11 2020 | Duration: 0h:03m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 3849956 | Bytes Rx: 2080188 | IP Addr: 10.149.232.160 | Public IP: 182.65.56.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:26:41 IST Thu Jun 11 2020 | Duration: 0h:03m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 3849956 | Bytes Rx: 2080188 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145679 | Audit Session ID: 0a95072a2390f0005ee19d69 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145679 | Audit Session ID: 0a95072a2390f0005ee19d69 | Security Group Tag: none | EasyVPN: 0 ||
Username: ymuralid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.161 | Public IP: 27.62.67.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:02 IST Thu Jun 11 2020 | Duration: 0h:03m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 8371361 | Bytes Rx: 1366865 | IP Addr: 10.149.232.161 | Public IP: 27.62.67.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:27:02 IST Thu Jun 11 2020 | Duration: 0h:03m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 8371361 | Bytes Rx: 1366865 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145680 | Audit Session ID: 0a95072a239100005ee19d7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145680 | Audit Session ID: 0a95072a239100005ee19d7e | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
