sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 ||
Username: MSETTY | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.113 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:33 IST Tue Jun 9 2020 | Duration: 0h:09m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 52467403 | Bytes Rx: 9669795 | IP Addr: 10.149.233.113 | Public IP: 49.207.134.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:33 IST Tue Jun 9 2020 | Duration: 0h:09m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 52467403 | Bytes Rx: 9669795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141357 | Audit Session ID: 0a95072a2282d0005edf0e11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141357 | Audit Session ID: 0a95072a2282d0005edf0e11 | Security Group Tag: none | EasyVPN: 0 ||
Username: amahaboo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.114 | Public IP: 27.5.184.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:50 IST Tue Jun 9 2020 | Duration: 0h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 9474462 | Bytes Rx: 11535127 | IP Addr: 10.149.233.114 | Public IP: 27.5.184.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:50 IST Tue Jun 9 2020 | Duration: 0h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 9474462 | Bytes Rx: 11535127 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141358 | Audit Session ID: 0a95072a2282e0005edf0e22 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141358 | Audit Session ID: 0a95072a2282e0005edf0e22 | Security Group Tag: none | EasyVPN: 0 ||
Username: SangRavi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.115 | Public IP: 223.228.133.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:04 IST Tue Jun 9 2020 | Duration: 0h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 11025947 | Bytes Rx: 2717931 | IP Addr: 10.149.233.115 | Public IP: 223.228.133.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:04 IST Tue Jun 9 2020 | Duration: 0h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 11025947 | Bytes Rx: 2717931 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141359 | Audit Session ID: 0a95072a2282f0005edf0e30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141359 | Audit Session ID: 0a95072a2282f0005edf0e30 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramesh.nagvekar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.116 | Public IP: 116.74.233.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:25 IST Tue Jun 9 2020 | Duration: 0h:08m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 15125872 | Bytes Rx: 4049131 | IP Addr: 10.149.233.116 | Public IP: 116.74.233.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:25 IST Tue Jun 9 2020 | Duration: 0h:08m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 15125872 | Bytes Rx: 4049131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141360 | Audit Session ID: 0a95072a228300005edf0e45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141360 | Audit Session ID: 0a95072a228300005edf0e45 | Security Group Tag: none | EasyVPN: 0 ||
Username: sujitcho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.117 | Public IP: 106.193.128.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:29 IST Tue Jun 9 2020 | Duration: 0h:08m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 145764170 | Bytes Rx: 7736660 | IP Addr: 10.149.233.117 | Public IP: 106.193.128.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:29 IST Tue Jun 9 2020 | Duration: 0h:08m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 145764170 | Bytes Rx: 7736660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141361 | Audit Session ID: 0a95072a228310005edf0e49 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141361 | Audit Session ID: 0a95072a228310005edf0e49 | Security Group Tag: none | EasyVPN: 0 ||
Username: drajades | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.118 | Public IP: 157.50.225.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:37 IST Tue Jun 9 2020 | Duration: 0h:08m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7258077 | Bytes Rx: 3026697 | IP Addr: 10.149.233.118 | Public IP: 157.50.225.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:37 IST Tue Jun 9 2020 | Duration: 0h:08m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7258077 | Bytes Rx: 3026697 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141362 | Audit Session ID: 0a95072a228320005edf0e51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141362 | Audit Session ID: 0a95072a228320005edf0e51 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabnkhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.252 | Public IP: 27.5.161.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:47 IST Tue Jun 9 2020 | Duration: 0h:08m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 9434428 | Bytes Rx: 4027830 | IP Addr: 10.149.232.252 | Public IP: 27.5.161.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:47 IST Tue Jun 9 2020 | Duration: 0h:08m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 9434428 | Bytes Rx: 4027830 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141363 | Audit Session ID: 0a95072a228330005edf0e5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141363 | Audit Session ID: 0a95072a228330005edf0e5b | Security Group Tag: none | EasyVPN: 0 ||
Username: absamuel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.2 | Public IP: 171.60.226.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:51 IST Tue Jun 9 2020 | Duration: 0h:08m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 4285403 | Bytes Rx: 1746033 | IP Addr: 10.149.233.2 | Public IP: 171.60.226.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:51 IST Tue Jun 9 2020 | Duration: 0h:08m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 4285403 | Bytes Rx: 1746033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141364 | Audit Session ID: 0a95072a228340005edf0e5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141364 | Audit Session ID: 0a95072a228340005edf0e5f | Security Group Tag: none | EasyVPN: 0 ||
Username: DBaviska | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.13 | Public IP: 106.193.196.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:56 IST Tue Jun 9 2020 | Duration: 0h:08m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3810259 | Bytes Rx: 2624335 | IP Addr: 10.149.233.13 | Public IP: 106.193.196.6 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:56 IST Tue Jun 9 2020 | Duration: 0h:08m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 3810259 | Bytes Rx: 2624335 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141365 | Audit Session ID: 0a95072a228350005edf0e64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141365 | Audit Session ID: 0a95072a228350005edf0e64 | Security Group Tag: none | EasyVPN: 0 ||
Username: harish.ps | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.65 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:59 IST Tue Jun 9 2020 | Duration: 0h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 57007486 | Bytes Rx: 7375132 | IP Addr: 10.149.233.65 | Public IP: 202.62.81.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:51:59 IST Tue Jun 9 2020 | Duration: 0h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 57007486 | Bytes Rx: 7375132 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141366 | Audit Session ID: 0a95072a228360005edf0e67 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141366 | Audit Session ID: 0a95072a228360005edf0e67 | Security Group Tag: none | EasyVPN: 0 ||
Username: BENNYCAR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.120 | Public IP: 49.207.140.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:09 IST Tue Jun 9 2020 | Duration: 0h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 22284293 | Bytes Rx: 5390336 | IP Addr: 10.149.233.120 | Public IP: 49.207.140.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:09 IST Tue Jun 9 2020 | Duration: 0h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 22284293 | Bytes Rx: 5390336 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141368 | Audit Session ID: 0a95072a228380005edf0e71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141368 | Audit Session ID: 0a95072a228380005edf0e71 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmuthukr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.121 | Public IP: 171.76.48.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:16 IST Tue Jun 9 2020 | Duration: 0h:08m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 23051281 | Bytes Rx: 1394824 | IP Addr: 10.149.233.121 | Public IP: 171.76.48.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:16 IST Tue Jun 9 2020 | Duration: 0h:08m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 23051281 | Bytes Rx: 1394824 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141369 | Audit Session ID: 0a95072a228390005edf0e78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141369 | Audit Session ID: 0a95072a228390005edf0e78 | Security Group Tag: none | EasyVPN: 0 ||
Username: DSIVALIN | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.119 | Public IP: 157.46.63.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:35 IST Tue Jun 9 2020 | Duration: 0h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 4467590 | Bytes Rx: 2490683 | IP Addr: 10.149.233.119 | Public IP: 157.46.63.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:35 IST Tue Jun 9 2020 | Duration: 0h:07m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 4467590 | Bytes Rx: 2490683 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141370 | Audit Session ID: 0a95072a2283a0005edf0e8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141370 | Audit Session ID: 0a95072a2283a0005edf0e8b | Security Group Tag: none | EasyVPN: 0 ||
Username: naponnus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.122 | Public IP: 49.207.132.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:41 IST Tue Jun 9 2020 | Duration: 0h:07m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 9664659 | Bytes Rx: 1843288 | IP Addr: 10.149.233.122 | Public IP: 49.207.132.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:41 IST Tue Jun 9 2020 | Duration: 0h:07m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 9664659 | Bytes Rx: 1843288 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141371 | Audit Session ID: 0a95072a2283b0005edf0e91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141371 | Audit Session ID: 0a95072a2283b0005edf0e91 | Security Group Tag: none | EasyVPN: 0 ||
Username: abshitol | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.80 | Public IP: 106.193.105.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:49 IST Tue Jun 9 2020 | Duration: 0h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 7566920 | Bytes Rx: 3667077 | IP Addr: 10.149.233.80 | Public IP: 106.193.105.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:49 IST Tue Jun 9 2020 | Duration: 0h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 7566920 | Bytes Rx: 3667077 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141372 | Audit Session ID: 0a95072a2283c0005edf0e99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141372 | Audit Session ID: 0a95072a2283c0005edf0e99 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbandaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.123 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:52 IST Tue Jun 9 2020 | Duration: 0h:07m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 41793760 | Bytes Rx: 5178218 | IP Addr: 10.149.233.123 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:52:52 IST Tue Jun 9 2020 | Duration: 0h:07m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 41793760 | Bytes Rx: 5178218 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141373 | Audit Session ID: 0a95072a2283d0005edf0e9c | Security Group Tag: none | EasyVPN: 0 |Session ID: 141373 | Audit Session ID: 0a95072a2283d0005edf0e9c | Security Group Tag: none | EasyVPN: 0 ||
Username: jharikri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr:  | Public IP: 27.5.174.148 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:53:00 IST Tue Jun 9 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | IP Addr:  | Public IP: 27.5.174.148 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:53:00 IST Tue Jun 9 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141374 | Audit Session ID: 0a95072a2283e0005edf0ea4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141374 | Audit Session ID: 0a95072a2283e0005edf0ea4 | Security Group Tag: none | EasyVPN: 0 ||
Username: upaul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.58 | Public IP: 106.210.242.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:07 IST Tue Jun 9 2020 | Duration: 0h:07m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 62039405 | Bytes Rx: 3645565 | IP Addr: 10.149.233.58 | Public IP: 106.210.242.253 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:07 IST Tue Jun 9 2020 | Duration: 0h:07m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 62039405 | Bytes Rx: 3645565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141375 | Audit Session ID: 0a95072a2283f0005edf0eab | Security Group Tag: none | EasyVPN: 0 |Session ID: 141375 | Audit Session ID: 0a95072a2283f0005edf0eab | Security Group Tag: none | EasyVPN: 0 ||
Username: nr.mohanrao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.8 | Public IP: 122.164.238.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:17 IST Tue Jun 9 2020 | Duration: 0h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 4254980 | Bytes Rx: 2519676 | IP Addr: 10.149.233.8 | Public IP: 122.164.238.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:17 IST Tue Jun 9 2020 | Duration: 0h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 4254980 | Bytes Rx: 2519676 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141376 | Audit Session ID: 0a95072a228400005edf0eb5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141376 | Audit Session ID: 0a95072a228400005edf0eb5 | Security Group Tag: none | EasyVPN: 0 ||
Username: tbhople | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.124 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Tue Jun 9 2020 | Duration: 0h:06m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 3779918 | Bytes Rx: 2333739 | IP Addr: 10.149.233.124 | Public IP: 103.110.253.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:27 IST Tue Jun 9 2020 | Duration: 0h:06m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 3779918 | Bytes Rx: 2333739 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141377 | Audit Session ID: 0a95072a228410005edf0ebf | Security Group Tag: none | EasyVPN: 0 |Session ID: 141377 | Audit Session ID: 0a95072a228410005edf0ebf | Security Group Tag: none | EasyVPN: 0 ||
