sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 ||
Username: AshleshP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.145 | Public IP: 106.193.251.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:44:02 IST Sat Jun 20 2020 | Duration: 2h:16m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 29435378 | Bytes Rx: 14890664 | IP Addr: 10.150.237.145 | Public IP: 106.193.251.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:44:02 IST Sat Jun 20 2020 | Duration: 2h:16m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 29435378 | Bytes Rx: 14890664 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41387 | Audit Session ID: 0a96cf690a1ab0005eed46ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 41387 | Audit Session ID: 0a96cf690a1ab0005eed46ba | Security Group Tag: none | EasyVPN: 0 ||
Username: nsalaria | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.154 | Public IP: 103.41.38.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:52:15 IST Sat Jun 20 2020 | Duration: 2h:08m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 119010417 | Bytes Rx: 25700905 | IP Addr: 10.150.236.154 | Public IP: 103.41.38.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:52:15 IST Sat Jun 20 2020 | Duration: 2h:08m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 119010417 | Bytes Rx: 25700905 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41391 | Audit Session ID: 0a96cf690a1af0005eed48a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41391 | Audit Session ID: 0a96cf690a1af0005eed48a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHirave | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.155 | Public IP: 103.97.107.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:59:51 IST Sat Jun 20 2020 | Duration: 2h:00m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 70772177 | Bytes Rx: 25527331 | IP Addr: 10.150.236.155 | Public IP: 103.97.107.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:59:51 IST Sat Jun 20 2020 | Duration: 2h:00m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 70772177 | Bytes Rx: 25527331 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41395 | Audit Session ID: 0a96cf690a1b30005eed4a6f | Security Group Tag: none | EasyVPN: 0 |Session ID: 41395 | Audit Session ID: 0a96cf690a1b30005eed4a6f | Security Group Tag: none | EasyVPN: 0 ||
Username: brchaud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.165 | Public IP: 106.220.130.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:33:52 IST Sat Jun 20 2020 | Duration: 1h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 27567142 | Bytes Rx: 17390582 | IP Addr: 10.150.237.165 | Public IP: 106.220.130.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:33:52 IST Sat Jun 20 2020 | Duration: 1h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 27567142 | Bytes Rx: 17390582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41409 | Audit Session ID: 0a96cf690a1c10005eed5268 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41409 | Audit Session ID: 0a96cf690a1c10005eed5268 | Security Group Tag: none | EasyVPN: 0 ||
Username: aschaudh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.157 | Public IP: 157.33.149.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:38:51 IST Sat Jun 20 2020 | Duration: 1h:21m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 15188632 | Bytes Rx: 5342176 | IP Addr: 10.150.237.157 | Public IP: 157.33.149.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:38:51 IST Sat Jun 20 2020 | Duration: 1h:21m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 15188632 | Bytes Rx: 5342176 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41413 | Audit Session ID: 0a96cf690a1c50005eed5393 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41413 | Audit Session ID: 0a96cf690a1c50005eed5393 | Security Group Tag: none | EasyVPN: 0 ||
Username: puja.gaikwad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.158 | Public IP: 106.193.112.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:39:26 IST Sat Jun 20 2020 | Duration: 1h:20m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 12089171 | Bytes Rx: 6452350 | IP Addr: 10.150.237.158 | Public IP: 106.193.112.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:39:26 IST Sat Jun 20 2020 | Duration: 1h:20m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 12089171 | Bytes Rx: 6452350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41414 | Audit Session ID: 0a96cf690a1c60005eed53b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41414 | Audit Session ID: 0a96cf690a1c60005eed53b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: BarkhaS | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.244 | Public IP: 157.33.147.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:40:16 IST Sat Jun 20 2020 | Duration: 1h:19m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 34911041 | Bytes Rx: 20856727 | IP Addr: 10.150.236.244 | Public IP: 157.33.147.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:40:16 IST Sat Jun 20 2020 | Duration: 1h:19m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 34911041 | Bytes Rx: 20856727 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41415 | Audit Session ID: 0a96cf690a1c70005eed53e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41415 | Audit Session ID: 0a96cf690a1c70005eed53e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: Prunaval | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.239 | Public IP: 49.35.101.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:51 IST Sat Jun 20 2020 | Duration: 1h:04m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 29521744 | Bytes Rx: 474869250 | IP Addr: 10.150.236.239 | Public IP: 49.35.101.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:55:51 IST Sat Jun 20 2020 | Duration: 1h:04m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 29521744 | Bytes Rx: 474869250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41422 | Audit Session ID: 0a96cf690a1ce0005eed578f | Security Group Tag: none | EasyVPN: 0 |Session ID: 41422 | Audit Session ID: 0a96cf690a1ce0005eed578f | Security Group Tag: none | EasyVPN: 0 ||
Username: Shrishin | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.161 | Public IP: 157.47.36.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:59:36 IST Sat Jun 20 2020 | Duration: 1h:00m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 158399865 | Bytes Rx: 16089389 | IP Addr: 10.150.236.161 | Public IP: 157.47.36.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:59:36 IST Sat Jun 20 2020 | Duration: 1h:00m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 158399865 | Bytes Rx: 16089389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41424 | Audit Session ID: 0a96cf690a1d00005eed5870 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41424 | Audit Session ID: 0a96cf690a1d00005eed5870 | Security Group Tag: none | EasyVPN: 0 ||
Username: mayurgai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.163 | Public IP: 49.35.99.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:03:17 IST Sat Jun 20 2020 | Duration: 0h:56m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 109248391 | Bytes Rx: 20454973 | IP Addr: 10.150.236.163 | Public IP: 49.35.99.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:03:17 IST Sat Jun 20 2020 | Duration: 0h:56m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 109248391 | Bytes Rx: 20454973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41427 | Audit Session ID: 0a96cf690a1d30005eed594d | Security Group Tag: none | EasyVPN: 0 |Session ID: 41427 | Audit Session ID: 0a96cf690a1d30005eed594d | Security Group Tag: none | EasyVPN: 0 ||
Username: deepak.roman | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.3 | Public IP: 103.252.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:04 IST Sat Jun 20 2020 | Duration: 0h:54m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 80569110 | Bytes Rx: 19014849 | IP Addr: 10.150.237.3 | Public IP: 103.252.52.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:04 IST Sat Jun 20 2020 | Duration: 0h:54m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 80569110 | Bytes Rx: 19014849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41429 | Audit Session ID: 0a96cf690a1d50005eed59f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41429 | Audit Session ID: 0a96cf690a1d50005eed59f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AManani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.4 | Public IP: 103.226.189.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:06 IST Sat Jun 20 2020 | Duration: 0h:43m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 15765594 | Bytes Rx: 9425300 | IP Addr: 10.150.237.4 | Public IP: 103.226.189.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:06 IST Sat Jun 20 2020 | Duration: 0h:43m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 15765594 | Bytes Rx: 9425300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41435 | Audit Session ID: 0a96cf690a1db0005eed5c8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 41435 | Audit Session ID: 0a96cf690a1db0005eed5c8a | Security Group Tag: none | EasyVPN: 0 ||
Username: shusingh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.5 | Public IP: 49.15.58.132 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:17:15 IST Sat Jun 20 2020 | Duration: 0h:43m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 54711791 | Bytes Rx: 15252196 | IP Addr: 10.150.237.5 | Public IP: 49.15.58.132 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:17:15 IST Sat Jun 20 2020 | Duration: 0h:43m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 54711791 | Bytes Rx: 15252196 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41436 | Audit Session ID: 0a96cf690a1dc0005eed5c93 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41436 | Audit Session ID: 0a96cf690a1dc0005eed5c93 | Security Group Tag: none | EasyVPN: 0 ||
Username: rachit.saki | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.6 | Public IP: 142.119.67.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:52 IST Sat Jun 20 2020 | Duration: 0h:42m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 92076590 | Bytes Rx: 26613800 | IP Addr: 10.150.237.6 | Public IP: 142.119.67.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:17:52 IST Sat Jun 20 2020 | Duration: 0h:42m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 92076590 | Bytes Rx: 26613800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41441 | Audit Session ID: 0a96cf690a1e10005eed5cb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41441 | Audit Session ID: 0a96cf690a1e10005eed5cb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: vajadhav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.8 | Public IP: 163.53.201.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:20:27 IST Sat Jun 20 2020 | Duration: 0h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 5077757 | Bytes Rx: 2655492 | IP Addr: 10.150.237.8 | Public IP: 163.53.201.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:20:27 IST Sat Jun 20 2020 | Duration: 0h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 5077757 | Bytes Rx: 2655492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41443 | Audit Session ID: 0a96cf690a1e30005eed5d53 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41443 | Audit Session ID: 0a96cf690a1e30005eed5d53 | Security Group Tag: none | EasyVPN: 0 ||
Username: santospa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.9 | Public IP: 157.33.159.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:21:44 IST Sat Jun 20 2020 | Duration: 0h:38m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 87746203 | Bytes Rx: 9500467 | IP Addr: 10.150.237.9 | Public IP: 157.33.159.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:21:44 IST Sat Jun 20 2020 | Duration: 0h:38m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 87746203 | Bytes Rx: 9500467 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41445 | Audit Session ID: 0a96cf690a1e50005eed5da0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41445 | Audit Session ID: 0a96cf690a1e50005eed5da0 | Security Group Tag: none | EasyVPN: 0 ||
Username: pratheesh.k | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.168 | Public IP: 171.61.234.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:25 IST Sat Jun 20 2020 | Duration: 0h:28m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 35094387 | Bytes Rx: 12619201 | IP Addr: 10.150.237.168 | Public IP: 171.61.234.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:25 IST Sat Jun 20 2020 | Duration: 0h:28m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 35094387 | Bytes Rx: 12619201 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41449 | Audit Session ID: 0a96cf690a1e90005eed5fe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41449 | Audit Session ID: 0a96cf690a1e90005eed5fe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: suramast | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.169 | Public IP: 112.133.251.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:55 IST Sat Jun 20 2020 | Duration: 0h:28m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2531314 | Bytes Rx: 1813964 | IP Addr: 10.150.237.169 | Public IP: 112.133.251.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:31:55 IST Sat Jun 20 2020 | Duration: 0h:28m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 2531314 | Bytes Rx: 1813964 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41450 | Audit Session ID: 0a96cf690a1ea0005eed6003 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41450 | Audit Session ID: 0a96cf690a1ea0005eed6003 | Security Group Tag: none | EasyVPN: 0 ||
Username: NitTawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.43 | Public IP: 106.193.97.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:12 IST Sat Jun 20 2020 | Duration: 0h:27m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 23541511 | Bytes Rx: 4467837 | IP Addr: 10.150.237.43 | Public IP: 106.193.97.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:33:12 IST Sat Jun 20 2020 | Duration: 0h:27m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 23541511 | Bytes Rx: 4467837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41453 | Audit Session ID: 0a96cf690a1ed0005eed6050 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41453 | Audit Session ID: 0a96cf690a1ed0005eed6050 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraJagta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.44 | Public IP: 106.220.179.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:49 IST Sat Jun 20 2020 | Duration: 0h:24m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 17384509 | Bytes Rx: 6974065 | IP Addr: 10.150.237.44 | Public IP: 106.220.179.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:35:49 IST Sat Jun 20 2020 | Duration: 0h:24m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 17384509 | Bytes Rx: 6974065 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41455 | Audit Session ID: 0a96cf690a1ef0005eed60ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 41455 | Audit Session ID: 0a96cf690a1ef0005eed60ed | Security Group Tag: none | EasyVPN: 0 ||
