sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 ||
Username: bm.bahuguna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.82 | Public IP: 27.106.11.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:01 IST Mon Jul 20 2020 | Duration: 1h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 117156928 | Bytes Rx: 29266631 | IP Addr: 10.149.233.82 | Public IP: 27.106.11.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:01 IST Mon Jul 20 2020 | Duration: 1h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 117156928 | Bytes Rx: 29266631 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15468 | Audit Session ID: 0a95072a03c6c0005f151af9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15468 | Audit Session ID: 0a95072a03c6c0005f151af9 | Security Group Tag: none | EasyVPN: 0 ||
Username: gudeanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.80 | Public IP: 27.59.193.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:03 IST Mon Jul 20 2020 | Duration: 1h:12m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 21654851 | Bytes Rx: 14701893 | IP Addr: 10.149.233.80 | Public IP: 27.59.193.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:03 IST Mon Jul 20 2020 | Duration: 1h:12m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 21654851 | Bytes Rx: 14701893 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15469 | Audit Session ID: 0a95072a03c6d0005f151afb | Security Group Tag: none | EasyVPN: 0 |Session ID: 15469 | Audit Session ID: 0a95072a03c6d0005f151afb | Security Group Tag: none | EasyVPN: 0 ||
Username: ssatarka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.83 | Public IP: 183.87.13.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:07 IST Mon Jul 20 2020 | Duration: 1h:12m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 55521098 | Bytes Rx: 8062246 | IP Addr: 10.149.233.83 | Public IP: 183.87.13.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:48:07 IST Mon Jul 20 2020 | Duration: 1h:12m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 55521098 | Bytes Rx: 8062246 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15470 | Audit Session ID: 0a95072a03c6e0005f151aff | Security Group Tag: none | EasyVPN: 0 |Session ID: 15470 | Audit Session ID: 0a95072a03c6e0005f151aff | Security Group Tag: none | EasyVPN: 0 ||
Username: aksjawah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.81 | Public IP: 157.50.60.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:58 IST Mon Jul 20 2020 | Duration: 1h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 103238341 | Bytes Rx: 83791442 | IP Addr: 10.149.233.81 | Public IP: 157.50.60.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:58 IST Mon Jul 20 2020 | Duration: 1h:10m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 103238341 | Bytes Rx: 83791442 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15475 | Audit Session ID: 0a95072a03c730005f151b6e | Security Group Tag: none | EasyVPN: 0 |Session ID: 15475 | Audit Session ID: 0a95072a03c730005f151b6e | Security Group Tag: none | EasyVPN: 0 ||
Username: pghangal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.25 | Public IP: 49.35.104.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:04 IST Mon Jul 20 2020 | Duration: 1h:10m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 63317533 | Bytes Rx: 25905092 | IP Addr: 10.149.233.25 | Public IP: 49.35.104.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:04 IST Mon Jul 20 2020 | Duration: 1h:10m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 63317533 | Bytes Rx: 25905092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15476 | Audit Session ID: 0a95072a03c740005f151b74 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15476 | Audit Session ID: 0a95072a03c740005f151b74 | Security Group Tag: none | EasyVPN: 0 ||
Username: aveeraiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.88 | Public IP: 223.181.241.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:31 IST Mon Jul 20 2020 | Duration: 1h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 116622815 | Bytes Rx: 49234988 | IP Addr: 10.149.233.88 | Public IP: 223.181.241.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:31 IST Mon Jul 20 2020 | Duration: 1h:09m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 116622815 | Bytes Rx: 49234988 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15478 | Audit Session ID: 0a95072a03c760005f151b8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15478 | Audit Session ID: 0a95072a03c760005f151b8f | Security Group Tag: none | EasyVPN: 0 ||
Username: sabana.bee | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.89 | Public IP: 49.207.137.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:45 IST Mon Jul 20 2020 | Duration: 1h:09m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 154046422 | Bytes Rx: 47032606 | IP Addr: 10.149.233.89 | Public IP: 49.207.137.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:45 IST Mon Jul 20 2020 | Duration: 1h:09m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 154046422 | Bytes Rx: 47032606 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15479 | Audit Session ID: 0a95072a03c770005f151b9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15479 | Audit Session ID: 0a95072a03c770005f151b9d | Security Group Tag: none | EasyVPN: 0 ||
Username: Ntejeswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.90 | Public IP: 49.37.10.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:46 IST Mon Jul 20 2020 | Duration: 1h:09m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 53422654 | Bytes Rx: 13813134 | IP Addr: 10.149.233.90 | Public IP: 49.37.10.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:46 IST Mon Jul 20 2020 | Duration: 1h:09m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 53422654 | Bytes Rx: 13813134 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15480 | Audit Session ID: 0a95072a03c780005f151b9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 15480 | Audit Session ID: 0a95072a03c780005f151b9e | Security Group Tag: none | EasyVPN: 0 ||
Username: raradhak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.232 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:47 IST Mon Jul 20 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 147161974 | Bytes Rx: 15711552 | IP Addr: 10.149.232.232 | Public IP: 202.83.45.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:47 IST Mon Jul 20 2020 | Duration: 1h:06m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 147161974 | Bytes Rx: 15711552 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15481 | Audit Session ID: 0a95072a03c790005f151c53 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15481 | Audit Session ID: 0a95072a03c790005f151c53 | Security Group Tag: none | EasyVPN: 0 ||
Username: k.mariappan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.91 | Public IP: 27.62.114.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:49 IST Mon Jul 20 2020 | Duration: 1h:06m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 34375339 | Bytes Rx: 9420889 | IP Addr: 10.149.233.91 | Public IP: 27.62.114.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:49 IST Mon Jul 20 2020 | Duration: 1h:06m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 34375339 | Bytes Rx: 9420889 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15482 | Audit Session ID: 0a95072a03c7a0005f151c55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15482 | Audit Session ID: 0a95072a03c7a0005f151c55 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohmohan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.92 | Public IP: 106.198.94.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:04 IST Mon Jul 20 2020 | Duration: 1h:06m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1301595439 | Bytes Rx: 51440081 | IP Addr: 10.149.233.92 | Public IP: 106.198.94.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:04 IST Mon Jul 20 2020 | Duration: 1h:06m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1301595439 | Bytes Rx: 51440081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15485 | Audit Session ID: 0a95072a03c7d0005f151c64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15485 | Audit Session ID: 0a95072a03c7d0005f151c64 | Security Group Tag: none | EasyVPN: 0 ||
Username: sumeet.rathi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.93 | Public IP: 106.220.193.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:06 IST Mon Jul 20 2020 | Duration: 1h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 93442096 | Bytes Rx: 23714620 | IP Addr: 10.149.233.93 | Public IP: 106.220.193.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:06 IST Mon Jul 20 2020 | Duration: 1h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 93442096 | Bytes Rx: 23714620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15486 | Audit Session ID: 0a95072a03c7e0005f151c66 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15486 | Audit Session ID: 0a95072a03c7e0005f151c66 | Security Group Tag: none | EasyVPN: 0 ||
Username: susoni | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.94 | Public IP: 183.83.37.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:54:10 IST Mon Jul 20 2020 | Duration: 1h:05m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 28463888 | Bytes Rx: 13576196 | IP Addr: 10.149.233.94 | Public IP: 183.83.37.93 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:54:10 IST Mon Jul 20 2020 | Duration: 1h:05m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 28463888 | Bytes Rx: 13576196 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15487 | Audit Session ID: 0a95072a03c7f0005f151c6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 15487 | Audit Session ID: 0a95072a03c7f0005f151c6a | Security Group Tag: none | EasyVPN: 0 ||
Username: srekhate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.96 | Public IP: 171.51.208.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:30 IST Mon Jul 20 2020 | Duration: 1h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73240033 | Bytes Rx: 58355357 | IP Addr: 10.149.233.96 | Public IP: 171.51.208.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:30 IST Mon Jul 20 2020 | Duration: 1h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73240033 | Bytes Rx: 58355357 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15488 | Audit Session ID: 0a95072a03c800005f151c7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 15488 | Audit Session ID: 0a95072a03c800005f151c7e | Security Group Tag: none | EasyVPN: 0 ||
Username: bsukumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.97 | Public IP: 103.78.166.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:33 IST Mon Jul 20 2020 | Duration: 1h:05m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 25197359 | Bytes Rx: 5318001 | IP Addr: 10.149.233.97 | Public IP: 103.78.166.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:33 IST Mon Jul 20 2020 | Duration: 1h:05m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 25197359 | Bytes Rx: 5318001 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15489 | Audit Session ID: 0a95072a03c810005f151c81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15489 | Audit Session ID: 0a95072a03c810005f151c81 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraJagta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.98 | Public IP: 106.193.213.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Mon Jul 20 2020 | Duration: 1h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 28627565 | Bytes Rx: 11784814 | IP Addr: 10.149.233.98 | Public IP: 106.193.213.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:36 IST Mon Jul 20 2020 | Duration: 1h:05m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 28627565 | Bytes Rx: 11784814 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15490 | Audit Session ID: 0a95072a03c820005f151c84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15490 | Audit Session ID: 0a95072a03c820005f151c84 | Security Group Tag: none | EasyVPN: 0 ||
Username: srigurus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.101 | Public IP: 106.200.210.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:54 IST Mon Jul 20 2020 | Duration: 1h:05m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 143088371 | Bytes Rx: 28470805 | IP Addr: 10.149.233.101 | Public IP: 106.200.210.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:54:54 IST Mon Jul 20 2020 | Duration: 1h:05m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 143088371 | Bytes Rx: 28470805 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15491 | Audit Session ID: 0a95072a03c830005f151c96 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15491 | Audit Session ID: 0a95072a03c830005f151c96 | Security Group Tag: none | EasyVPN: 0 ||
Username: balamurugan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.99 | Public IP: 42.109.134.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:08 IST Mon Jul 20 2020 | Duration: 1h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 46268452 | Bytes Rx: 15806494 | IP Addr: 10.149.233.99 | Public IP: 42.109.134.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:08 IST Mon Jul 20 2020 | Duration: 1h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 46268452 | Bytes Rx: 15806494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15492 | Audit Session ID: 0a95072a03c840005f151ca4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15492 | Audit Session ID: 0a95072a03c840005f151ca4 | Security Group Tag: none | EasyVPN: 0 ||
Username: NagGanap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.100 | Public IP: 106.208.139.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:23 IST Mon Jul 20 2020 | Duration: 1h:04m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 235455922 | Bytes Rx: 57239593 | IP Addr: 10.149.233.100 | Public IP: 106.208.139.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:23 IST Mon Jul 20 2020 | Duration: 1h:04m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 235455922 | Bytes Rx: 57239593 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15493 | Audit Session ID: 0a95072a03c850005f151cb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15493 | Audit Session ID: 0a95072a03c850005f151cb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: tpalanis | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.102 | Public IP: 157.50.54.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:24 IST Mon Jul 20 2020 | Duration: 1h:04m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 44012531 | Bytes Rx: 26455464 | IP Addr: 10.149.233.102 | Public IP: 157.50.54.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:55:24 IST Mon Jul 20 2020 | Duration: 1h:04m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 44012531 | Bytes Rx: 26455464 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15494 | Audit Session ID: 0a95072a03c860005f151cb4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15494 | Audit Session ID: 0a95072a03c860005f151cb4 | Security Group Tag: none | EasyVPN: 0 ||
